fixture_id,universe,rank,product_id,title,categories,embedded_features,price,coordinate,component,side
u2_override_s9_final,m0_full_catalogue,5,B086S6XZQJ,BAZINRICHE Women's Sleeveless Top Skirt African Ankara Style Dress Skirt,"[""Clothing, Shoes & Jewelry"", ""Westlake""]","[""100% Cotton"", ""Imported"", ""Pull On closure""]",64.0,0.2782016791659796,11,positive
u2_override_s9_final,m0_full_catalogue,1,B08YXNF31T,Y2K Knit Crop Tops for Women Sleeveless Vest Tie-dye Crew Neck Racerback Casual Tank Top (Yellow M),"[""Clothing, Shoes & Jewelry"", ""Off to College Fashion""]","[""100% Cotton""]",,-0.24671271403019618,12,negative
u2_override_s9_final,m0_full_catalogue,2,B08BLPC7JF,VILOVE Women Tie Dye Pajamas Sets Sleeveless Sleepwear Tank Top Ruffle Shorts Nightwear Loungewear Light Blue,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Sleep & Lounge"", ""Sets""]","[""100% Cotton"", ""Imported"", ""Drawstring closure""]",,-0.239411620080218,12,negative
u2_override_s9_final,m0_full_catalogue,3,B0BPWB19SV,100% Cotton PJ Set - Navy Yellow Flower,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Sleep & Lounge"", ""Sets""]","[""100 % Cotton"", ""Imported"", ""round neck closure""]",,-0.21806421804207504,12,negative
u2_override_s9_final,m0_full_catalogue,4,B07CZCDWGB,Speedle 2 Pieces Tracksuits for Women Solid Color Rainbow Striped Zip Up Cropped Jacket + Shorts Pant Set White XL,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Active"", ""Sets""]","[""Zipper closure"", ""Hand Wash Only""]",,-0.2129022645961341,12,negative
u2_override_s9_final,m0_full_catalogue,5,B07QPNHS3K,"Women Casual Rainbow Tie Dye Dress Tank Crop Tops Long Midi Pencil Dresses 2 Piece Outfits Skirt Sets, Gl6026-yellow, XX-Large","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses""]","[""Drawstring closure"", ""Hand Wash Only"", ""Material: Polyester, milk fiber, soft and comfortable to wear.""]",,-0.21105486881259897,12,negative
u2_override_s9_final,m0_full_catalogue,1,B07Y2X6ZD9,Bycc Bynn Women 10 Pairs Novelty Colorful Ankle Socks Cute Funny Casual Cotton Rich Crew Socks Pack,"[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Socks & Hosiery"", ""Socks""]","[""Cotton"", ""Imported"", ""Machine Wash""]",12.9,0.2518204751984462,12,positive
u2_override_s9_final,m0_full_catalogue,2,B09Z9H8ZM5,Summer Women Cotton Linen Tshirt Tops Trendy Floral Casual Loose Fit Tunic Tees Short Sleeve Plus Size Button Blouses,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Tunics""]","[""Clearance On Sale, Buy 2 Save 8% Buy 5 Get 1 Free"", ""Made in The USA and 7-12 Days Delivery"", ""Dear Queen, please check our size chart, we suggest buy two size larger. Thank you""]",11.99,0.24979440379041437,12,positive
u2_override_s9_final,m0_full_catalogue,3,B01NAHY814,"5 Pairs Womens Colorful Cotton Fancy Design Funny Novelty Crew Socks by Amandir, Colorful Rhombus,Free Size","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Socks & Hosiery"", ""Socks""]","[""Machine Wash""]",,0.23957722489602587,12,positive
u2_override_s9_final,m0_full_catalogue,4,B07G1ZR6JZ,5 Pack Mens Combed Cotton Colorful Patterned Happy and Dress Socks (Grimace),"[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Socks & Hosiery"", ""Socks"", ""Calf Socks""]","[""Cotton,Spandex,Nylon"", ""Machine Wash""]",,0.22685296133461616,12,positive
u2_override_s9_final,m0_full_catalogue,5,B07JHXMLK9,Men's Fun Dress Socks Colorful Funky Patterned Cotton Crew Socks,"[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Socks & Hosiery"", ""Socks"", ""Calf Socks""]","[""Elastic,Cotton,Spandex"", ""Hand Wash Only"", ""The fun socks for men are stylish, colorful and dressy at the same time""]",,0.22040698777989529,12,positive
u2_override_s9_final,m0_full_catalogue,1,B01K4UN06G,Womens Cotton Beach Dress Cover Up,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Swimsuits & Cover Ups"", ""Cover-Ups""]","[""cotton/spandex"", ""Material: cotton/spandex"", ""Note: Please check the size description from the additional picture before placing order""]",,-0.2397530746488229,13,negative
u2_override_s9_final,m0_full_catalogue,2,B074W69BFP,NFASHIONSO Wrikled Cotton Beach Dress Swim Suit Cover up Beachwear,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Swimsuits & Cover Ups"", ""Cover-Ups""]","[""Pull On closure"", ""Material:Cotton"", ""Pull On closure""]",,-0.2215798639733089,13,negative
u2_override_s9_final,m0_full_catalogue,3,B07CK6L6JS,"Womens Plus Size Tops Floral Summer Flowy Tank Dress (3X, Lime Green Stripes)","[""Clothing, Shoes & Jewelry"", ""Westlake""]","[""5% spandex"", ""Pull On closure""]",,-0.21642916848796745,13,negative
u2_override_s9_final,m0_full_catalogue,4,B07Q44NK5S,Womens Summer Tank Tops Waffle Knit V Neck T Shirts Sleeveless Solid Color Tees Plus Size Clothing White,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Tunics""]","[""Cotton,Polyester,Rayon,Spandex"", ""Pull On closure"", ""Hand Wash Only""]",,-0.20242621249837192,13,negative
u2_override_s9_final,m0_full_catalogue,5,B097CRPR5Q,Catherines Women's Plus Size,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses""]","[""Cotton,Spandex"", ""Pull On closure"", ""Machine Wash""]",,-0.20029777278384864,13,negative
u2_override_s9_final,m0_full_catalogue,1,B089YN1ZYG,ECOWISH 2020 Tie Dye Rompers for Women Casual Shorts Jumpsuit Summer Short Sleeve Ribbed Pajamas Romper with Pockets Orange Small,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Jumpsuits, Rompers & Overalls"", ""Rompers""]","[""Drawstring closure"", ""Machine Wash"", ""Attention - The tie dye print is not positioning printing, it will be slightly different from the picture due to the limitation of the production process. And due to various types of computers and monitors, the actual color of the pajama romper may be slightly different from the pictures you see on your screen.""]",,0.20791934865840883,13,positive
u2_override_s9_final,m0_full_catalogue,2,B098R3VXP6,Women's Casual Linen Long Blouses Tops Button Down Shirts Cotton Shirt Dresses Tops with Pockets,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Blouses & Button-Down Shirts""]","[""Linen,Polyester,Cotton"", ""Button closure"", ""Material: 50Percent Polyester+10Percent Cotton, soft, comfortable, breathable, skin-friendly, comfy to touch and wear, makes you feeling well.breathable material,comfy to wear.""]",,0.19961076769712,13,positive
u2_override_s9_final,m0_full_catalogue,3,B09LZXPFRM,The Organic Project Girls Patchwork Dress - Assorted Color Block Skirt with Floral Stitched Embroidered Patchwork Pattern,"[""Clothing, Shoes & Jewelry"", ""Girls"", ""Clothing"", ""Dresses""]","[""Respectrum Polyester (52% Cotton; 48% Recycled Polyester)"", ""Button closure"", ""👗 PATCHWORK PATTERN DRESS: Girls Floral Patchwork Pattern Applique On Pink, Blue and White Color Blocked DRESS with Pockets design of this dress will meet most of your fashion and beautiful job. This dress is fun and Fresh, and comes fully lined. Girl's fashion clothes made with flair and eco love.""]",,0.1957829059941944,13,positive
u2_override_s9_final,m0_full_catalogue,4,B08NVTKDKP,EYESHOCK Patchwork Jeans for Women y2k Fashion Mid Rise Frayed Distressed Stretch Denim Pants Green,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Jeans""]","[""Machine Wash""]",,0.19335762523793038,13,positive
u2_override_s9_final,m0_full_catalogue,5,B089NB6W9Y,"Women's Spring Autumn Vintage Pants Casual Loose Trousers with Pockets (Large, Style 4 Light-Blue)","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Pants"", ""Casual""]","[""100% Cotton"", ""进口"", ""Drawstring closure""]",,0.17561547783969725,13,positive
u2_override_s9_final,m0_full_catalogue,1,B07CZ9HJ72,Mexican Dress Puebla Hand Embroidered,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses"", ""Casual""]","[""Cotton Blend"", ""Imported"", ""Pull On closure""]",43.5,-0.2001593699307903,14,negative
u2_override_s9_final,m0_full_catalogue,2,B09Q1NN2Q7,MG womens Pleated,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Hats & Caps"", ""Headbands""]","[""100% Cotton"", ""Hand Wash Only"", ""Made from 100% Cotton.""]",12.49,-0.18245157127316203,14,negative
u2_override_s9_final,m0_full_catalogue,3,B07S91K6T1,YESNO womens Casual,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Swimsuits & Cover Ups"", ""Cover-Ups""]","[""81.9% Cotton, 18.1% Silk"", ""Pull On closure"", ""Hand Wash Only""]",,-0.17620891965229482,14,negative
u2_override_s9_final,m0_full_catalogue,4,B08NVTKDKP,EYESHOCK Patchwork Jeans for Women y2k Fashion Mid Rise Frayed Distressed Stretch Denim Pants Green,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Jeans""]","[""Machine Wash""]",,-0.17476653878459414,14,negative
u2_override_s9_final,m0_full_catalogue,5,B01M310J8J,"Denim Jeans,Morecome Fashion Women Multi Colors Girl Casual Jeans Pants (L, White)","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Jeans""]",[],,-0.17422565806197238,14,negative
u2_override_s9_final,m0_full_catalogue,1,B08C6ZBJ4B,Plus Size Women Shorts Set - Tie Dye Round Neck Short Sleeve Floral Print Top + Shorts Pants 2 Piece Outfits,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Jumpsuits, Rompers & Overalls"", ""Jumpsuits""]","[""Polyester"", ""Drawstring closure"", ""Hand Wash Only""]",,0.2750792542847038,14,positive
u2_override_s9_final,m0_full_catalogue,2,B07THW8PLS,Two Piece Shorts Set Cute African Floral Vacation Club Outfit,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Active"", ""Sets"", ""Tracksuits""]","[""Hand Wash Only""]",,0.23821159998015792,14,positive
u2_override_s9_final,m0_full_catalogue,3,B085NS51PR,Two Piece Shorts Set Cute African Floral Vacation Club Outfit,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Active"", ""Sets"", ""Tracksuits""]","[""Hand Wash Only""]",,0.23808412348683555,14,positive
u2_override_s9_final,m0_full_catalogue,4,B09S9Q3KBG,VeritableWax African Dress for Women Short Ruffle Sleeve Knee Length Party Dresses,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses"", ""Casual""]","[""100% Cotton"", ""Imported"", ""Zipper closure""]",65.0,0.2136435170531839,14,positive
u2_override_s9_final,m0_full_catalogue,5,B07NRJLRWK,MCYSKK Women's African Wax Print Short Sleeves V-Neck Dashiki Blouse Tops Casual Shirts Plus Size,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Blouses & Button-Down Shirts""]","[""Pull On closure"", ""STYLE: Stylish ethnic custom, short sleeve V-neck long shirts, summer clothes, printed clothing, mini women's dress"", ""FABRIC: 100% Cotton fabric, Professional unique African wax print technique""]",,0.21312174963790778,14,positive
u2_override_s9_final,m0_full_catalogue,1,B08437CMQS,iooiooi Women's Fashion Casual Plus Size African Print Cotton Wide Leg Pants with Pockets,"[""Clothing, Shoes & Jewelry"", ""Westlake""]","[""100% Cotton"", ""Imported"", ""Zipper closure""]",,-0.24041895584609116,15,negative
u2_override_s9_final,m0_full_catalogue,2,B0BFJSYBH4,Southern Fried Cotton Homegrown Apparel Truckload of Sunshine Unisex Long Sleeve T-Shirt,"[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Shirts"", ""T-Shirts""]","[""100% Cotton"", ""Made in USA or Imported"", ""Pull On closure""]",,-0.23814635563368325,15,negative
u2_override_s9_final,m0_full_catalogue,3,B0B7XP5CP1,Flower Color Slim Solid Women's Pants Trousers Moon Waist Casual Pattern Stitching Lace Sun Retro Flared Work for Women,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Uniforms, Work & Safety"", ""Clothing"", ""Food Service"", ""Chef Pants""]","[""100% Polyester"", ""Imported"", ""Drawstring closure""]",16.68,-0.22594440777405606,15,negative
u2_override_s9_final,m0_full_catalogue,4,B089NB6W9Y,"Women's Spring Autumn Vintage Pants Casual Loose Trousers with Pockets (Large, Style 4 Light-Blue)","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Pants"", ""Casual""]","[""100% Cotton"", ""进口"", ""Drawstring closure""]",,-0.21372795069935216,15,negative
u2_override_s9_final,m0_full_catalogue,5,B01MSJLNU2,Mordenmiss Women's Cotton Linen Dresses Cap Sleeve Summer Dress with Pockets,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses"", ""Casual""]","[""75% Cotton, 25% Linen"", ""Pull On closure"", ""Machine Wash""]",,-0.19590990767009525,15,negative
u2_override_s9_final,m0_full_catalogue,1,B07KZNW11C,"Kimonos for Women Boho Style with Belts Open Front Beach Cover-Ups Chiffon Jacket Resort Wear Beach Wear (Multicolored, Medium)","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Swimsuits & Cover Ups"", ""Cover-Ups""]","[""Chiffon"", ""Pull On closure""]",,0.21431163982313656,15,positive
u2_override_s9_final,m0_full_catalogue,2,B083D9V8W4,"Buankoxy Women's Bikini Panties Breathable Low Rise Cotton Viscose Underwear(6, Multi Colors)","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Panties"", ""Bikinis""]","[""Hand Wash Only""]",,0.18993972176256943,15,positive
u2_override_s9_final,m0_full_catalogue,3,B09C7TT7JV,"Womens Summer Tops Dressy Casual, Shirts for Women, Womens Short Sleeve Tops, Women's Fashion V Neck Solid T Shirts Loose Fit Tunic Casual Summer Top Blouses Shirts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""T-Shirts""]","[""womens tops dressy casual"", ""Gifts for Women/Mom🔥🔥🔥 Gibbself Store 2022 Summer Deals Big Clearance🔥🔥🔥😍😍Buy 2 get 8% off, Buy 3 get 12% off, Buy 4 get 15% off, Buy 5 get 20% off."", ""🌈🌈【SHIPPING INFORMATION】Expedited Shipping: 3-7 Days. Standard shipping:10-20 Days.""]",6.89,0.16410478576072834,15,positive
u2_override_s9_final,m0_full_catalogue,4,B07WTC11SR,ROCHVIE Underwear for Women Cotton Panties Full Coverage Soft Womens Underwear Briefs,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Panties"", ""Briefs""]","[""100% Cotton"", ""Machine Wash"", ""❤95% Cotton, 5% Spandex of Women's Underwear Multipack. Beautiful colors. Machine Wash with laundry bag""]",,0.16328174737808923,15,positive
u2_override_s9_final,m0_full_catalogue,5,B072FTMJZ4,Ekouaer Women Cotton Breathable Thongs Briefs Tangas Sexy Ladies Panties Underwear 3 Pack Purple/Blue/Rose Red L,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Panties""]","[""100% Cotton""]",,0.1627222860459031,15,positive
u2_override_s9_final,m0_full_catalogue,1,B08RCGS5HW,KBREAUR Women's Casual Color Block Hand Pockets T-Shirt Short Sleeve Round Neck T Shirts Blouses Tops,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses""]","[""100% Cotton"", ""Material:Cotton Blended.Made of High Quality Fabric with Stretchy,Lightweight,Breathable and Sweat-absorption,Very Soft and Comfortable."", ""Comfort T Shirt,Color Block.Round Neck.Stylish Hand Pockets at Two Sides.Suitable for All Body Types.""]",,-0.2331294703008199,16,negative
u2_override_s9_final,m0_full_catalogue,2,B0895PYHTT,Beautife Womens Casual V Neck Short Sleeve Plaid Shirts Loose Summer T Shirts Blouses with Pocket Brick Red,"[""Clothing, Shoes & Jewelry"", ""Westlake""]","[""100% Cotton"", ""Button closure"", ""Hand Wash Only""]",,-0.20221549076650872,16,negative
u2_override_s9_final,m0_full_catalogue,3,B09HCLKWLP,"RAJKUMARI HANDICRAFTS JAIPUR Women’s Cotton Fabric Floral Hand Print Beach Wear Kimono Soft Robe with Matching Belt (Flower Print), Multicolor, One Size","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Sleep & Lounge"", ""Robes""]","[""100% Cotton"", ""Tie closure"", ""Hand Wash Only""]",,-0.20180635912651027,16,negative
u2_override_s9_final,m0_full_catalogue,4,B08RCHDHPS,KBREAUR Women's Casual Color Block Hand Pockets T-Shirt Short Sleeve Round Neck T Shirts Blouses Tops,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses""]","[""cotton blend algod n mistura de o baumwollmischung"", ""Pull On closure"", ""Material:Cotton Blended.Made of High Quality Fabric with Stretchy,Lightweight,Breathable and Sweat-absorption,Very Soft and Comfortable.""]",,-0.18563228138036106,16,negative
u2_override_s9_final,m0_full_catalogue,5,B08YK2H5CS,Kaitobe Long Maxi Dresses for Women Gradient Color Block Casual Summer Short Sleeve Loose Beach Sundress,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses"", ""Casual""]","[""short dress for women casual summer"", ""【Delivery】Standard Shipping: 7-15 Days & Expedited Shipping: 3-7 Days. The items will be shipped out within 48 hours, please rest assured to buy!"", ""【Today's Deals】Buy 2 save 8%, buy 3 save 10%, buy 4 save 12%, buy 5 save 15%, buy 8 save 18%, buy 10 save 20%. 💗 Perfect gift for women girls, wife or girlfriend.""]",,-0.17399558869852533,16,negative
u2_override_s9_final,m0_full_catalogue,1,B01LVXOMXC,Clothink Women Blue Off Shoulder Ruffle Plus Size Blouse,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Blouses & Button-Down Shirts""]","[""65% Cotton, 35% Polyester"", ""Hand Wash Only"", ""Material：65%Cotton+35%%Polyester""]",,0.18643204314373354,16,positive
u2_override_s9_final,m0_full_catalogue,2,B07M6VSF11,Custom T Shirt Women Design Your Own Personalized T Shirts for Women in Bling Custom Jersey,"[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women""]","[""100% Cotton"", ""Pull On closure"", ""CUSTOM T SHIRT FOR WOMEN IN BLING! Design your own t-shirt in flashy spangles! So much more exciting and eye catching then screen printing! Its all about the BLING!""]",,0.17311287642432202,16,positive
u2_override_s9_final,m0_full_catalogue,3,B07MCD8S7J,Custom T Shirt Women Design Your Own Personalized T Shirts for Women in Bling Custom Jersey,"[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women""]","[""100% Cotton"", ""Pull On closure"", ""Machine Wash""]",,0.17247642465859045,16,positive
u2_override_s9_final,m0_full_catalogue,4,B09DS1ZG7P,Fenyong White Crop Tops Cowgirl Halter Tops Reflective Going Out Tops for Women,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Tanks & Camis""]","[""Polyester,Spandex"", ""Pull On closure"", ""Hand Wash Only""]",,0.16928549165576476,16,positive
u2_override_s9_final,m0_full_catalogue,5,B072TV23SJ,"Anysize Linen Cotton Soft Loose Spring Summer Dress Plus Size Clothing F126A,Dark Blue,3X Plus","[""Clothing, Shoes & Jewelry"", ""Plus-Size Fashion""]","[""Pull On closure"", ""Dry Clean Only""]",,0.1668187317741647,16,positive
u2_override_s9_final,diagnostic_post_hard_filter,1,B09BJMHWDQ,Women Fashion Casual Tops Plus Size Round Neck Short Sleeved T-Shirt Blouse,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Blouses & Button-Down Shirts""]","[""100% Polyester"", ""Pull On closure"", ""Hand Wash Only""]",15.0,-0.7087920250339127,1,negative
u2_override_s9_final,diagnostic_post_hard_filter,2,B09WR1NZ48,"Graphic Tees for Women Short Sleeve Tshirts,Womens Summer Tops Crewneck Shirt Blouse","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""T-Shirts""]","[""95% Rayon, 5% Spandex"", ""Pull On closure"", ""Hand Wash Only""]",19.99,-0.7045558740604733,1,negative
u2_override_s9_final,diagnostic_post_hard_filter,3,B0BP2CSW2D,Womens Summer Tops Ruffle Short Sleeve T-Shirts Henley Round Neck Buttons Up Casual Blouse Tunic Shirt for Women,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Tunics""]","[""60%Polyester & 35%Rayon & 5%Spandex"", ""Imported"", ""Button closure""]",19.99,-0.7002584340352348,1,negative
u2_override_s9_final,diagnostic_post_hard_filter,4,B085XRBBQK,Women Short Sleeve V Neck T Shirt Summer Side Slit Pocket Casual Loose Swing Solid Basic Tee Top,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""T-Shirts""]","[""Pull On closure"", ""Line Dry""]",9.9,-0.6896095207664079,1,negative
u2_override_s9_final,diagnostic_post_hard_filter,5,B0B1CJXL7D,Women Casual Button Down Shirts Short Sleeve V-Neck Swiss Dot Solid Loose Summer Dressy Blouse Tunic Tops,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Blouses & Button-Down Shirts""]","[""95% Polyester, 5% Spandex"", ""Button closure"", ""Machine Wash""]",20.89,-0.6879435955811959,1,negative
u2_override_s9_final,diagnostic_post_hard_filter,1,B07TJ8W4MN,Clown Socks Long Knee High Socks Colorful Vibrant Dot Rainbow Socks with Clown Headband for Girls Women Halloween Carnival Circus Stage Costume,"[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Socks & Hosiery"", ""Socks""]","[""Do Not Put,Hand Wash"", ""[Comfort & Durable Long Sock]:Premium material provides excellent moisture management, and maximized breathability, providing a pleasant experience all day. Not too thin, not too thick. They are very soft and delightfully comfortable to wear."", ""[One Size Fits Most Girls &Women]: Rainbow knee high socks has a length of 53cm /20.87 inch and can maybe be stretched over the knees, which has one fresh color and dots all over, red, blue, white, yellow, and green mix ed with altogether. Super cute with shorts and mini skirts, show your youthful vigor and spike your confidence.""]",9.99,-0.3079013134573279,1,positive
u2_override_s9_final,diagnostic_post_hard_filter,2,B08CXMQTXK,O'COCOLOUR Rainbow Candy Tutu Dress for Girls 1-12 Years Lollipop Costume with Headband Birthday Halloween Carnival Party,"[""Clothing, Shoes & Jewelry"", ""Costumes & Accessories"", ""Kids & Baby"", ""Girls"", ""Costumes""]","[""Elastic,Fur,Polyester"", ""Sweet candy dress, the top with lollipop and bowknot detailing, vibrant rainbow tulle, decor with small colorful fur balls, just like a candy princess from wonderland"", ""Up-knee length/ Stretchy crochet top/ 6 sizes for girls 1 to 12years old, please kindly check the size chart before order(the last picture), thank you""]",30.95,-0.31458471473419086,1,positive
u2_override_s9_final,diagnostic_post_hard_filter,3,B00IJZZWGA,"BRIGHT STAR Low Cut Ankle Socks For Women - 30 Pairs of Athletic Socks For Running, Workout, Sports","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Active"", ""Athletic Socks""]","[""Cotton"", ""Imported"", ""Machine Wash""]",23.99,-0.31633159528589566,1,positive
u2_override_s9_final,diagnostic_post_hard_filter,4,B08VWDBSYN,Funny Socks Colorful Crew Socks Fruit Design Novelty Gift Box for Men and Women,"[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Men"", ""Socks""]","[""%80 Cotton, %18 Polyamide, %3 Elastan / One Size Fits All"", ""Hand Wash Only"", ""FUNNY DESIGN: You can reflect your style by choosing our colorful and funny socks that have special designs such as fruit shape, comic, tie die with text and animal.""]",6.49,-0.33703721107638196,1,positive
u2_override_s9_final,diagnostic_post_hard_filter,5,B00U4BJE6G,Fashion Eyewear Retro Classic Style Multi-Color Sunglasses (Orange/Green/Red),"[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Sunglasses & Eyewear Accessories"", ""Sunglasses""]","[""Resin frame"", ""Plastic lens"", ""Non-Polarized""]",13.85,-0.3436162067831524,1,positive
u2_override_s9_final,diagnostic_post_hard_filter,1,B0889K1JQD,UNAPOLOGETICALLY AMERICAN - Women's Short Sleeve Graphic T-Shirt,"[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""T-Shirts""]","[""50% Cotton / 50% Polyester - HEATHER ROYAL BLUE"", ""Printed in USA, Garment Imported"", ""Pull On closure""]",16.99,-0.3468549135215998,2,negative
u2_override_s9_final,diagnostic_post_hard_filter,2,B073P1BKSP,Beep Beep I'm A Sheep Shirt Funny Gift Tee,"[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Tops & Tees"", ""T-Shirts""]","[""Solid colors: 100% Cotton; Heather Grey: 90% Cotton, 10% Polyester; All Other Heathers: 50% Cotton, 50% Polyester"", ""Imported"", ""Pull On closure""]",19.99,-0.3386515125678331,2,negative
u2_override_s9_final,diagnostic_post_hard_filter,3,B01LZDVJ4J,Happy New Year T-Shirt,"[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Tops & Tees"", ""T-Shirts""]","[""Solid colors: 100% Cotton; Heather Grey: 90% Cotton, 10% Polyester; All Other Heathers: 50% Cotton, 50% Polyester"", ""Imported"", ""Pull On closure""]",15.99,-0.33366445813993156,2,negative
u2_override_s9_final,diagnostic_post_hard_filter,4,B076CCG8X5,Funny Gardening Shirts for Women Gardening Gift Shirt T-Shirt,"[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Tops & Tees"", ""T-Shirts""]","[""Solid colors: 100% Cotton; Heather Grey: 90% Cotton, 10% Polyester; All Other Heathers: 50% Cotton, 50% Polyester"", ""Imported"", ""Pull On closure""]",17.99,-0.33104744968758854,2,negative
u2_override_s9_final,diagnostic_post_hard_filter,5,B01HU5VJW0,American Grown With COLOMBIAN Roots T-Shirt Tshirt,"[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Tops & Tees"", ""T-Shirts""]","[""Solid colors: 100% Cotton; Heather Grey: 90% Cotton, 10% Polyester; All Other Heathers: 50% Cotton, 50% Polyester"", ""Imported"", ""Pull On closure""]",18.99,-0.325145640557869,2,negative
