sample_id,split,turn,locked_route,category,active_constraints,query,control_top_10,treatment_top_10,control_exact_called,control_bm25_called,treatment_exact_called,treatment_bm25_called,treatment_dense_called,oracle_joined_after_freeze,oracle_scenario_type,oracle_target_asin
public_0009,evaluation,7,buying,Handbags & Wallets Totes,"[""leather"", ""Soft Washed PU Leather with Convenient side Pockets"", ""Imported"", ""Adjustable and Removable Shoulder Strap""]",Handbags & Wallets Totes leather Soft Washed PU Leather with Convenient side Pockets Imported Adjustable and Removable Shoulder Strap,"[""B07GXHPWTJ"", ""B07S4MD6TP"", ""B07MMH1579"", ""B08RJBXXRH"", ""B0BMQGCVVP"", ""B08DK1VK8N"", ""B09JWBKRLX"", ""B07DN9WNCL"", ""B07D7QL5RB"", ""B086YMXTQL""]","[""B07GXHPWTJ"", ""B07S4MD6TP"", ""B07MMH1579"", ""B08RJBXXRH"", ""B0BMQGCVVP"", ""B08DK1VK8N"", ""B09JWBKRLX"", ""B07DN9WNCL"", ""B07D7QL5RB"", ""B086YMXTQL""]",True,False,True,False,False,True,buying,B07GXHPWTJ
public_0009,evaluation,8,buying,Handbags & Wallets Totes,"[""leather"", ""Soft Washed PU Leather with Convenient side Pockets"", ""Imported"", ""Adjustable and Removable Shoulder Strap""]",Handbags & Wallets Totes leather Soft Washed PU Leather with Convenient side Pockets Imported Adjustable and Removable Shoulder Strap,"[""B07GXHPWTJ"", ""B07S4MD6TP"", ""B07MMH1579"", ""B08RJBXXRH"", ""B0BMQGCVVP"", ""B08DK1VK8N"", ""B09JWBKRLX"", ""B07DN9WNCL"", ""B07D7QL5RB"", ""B086YMXTQL""]","[""B07GXHPWTJ"", ""B07S4MD6TP"", ""B07MMH1579"", ""B08RJBXXRH"", ""B0BMQGCVVP"", ""B08DK1VK8N"", ""B09JWBKRLX"", ""B07DN9WNCL"", ""B07D7QL5RB"", ""B086YMXTQL""]",True,False,True,False,False,True,buying,B07GXHPWTJ
public_0009,evaluation,9,buying,Handbags & Wallets Totes,"[""leather"", ""Soft Washed PU Leather with Convenient side Pockets"", ""Imported"", ""Adjustable and Removable Shoulder Strap""]",Handbags & Wallets Totes leather Soft Washed PU Leather with Convenient side Pockets Imported Adjustable and Removable Shoulder Strap,"[""B07GXHPWTJ"", ""B07S4MD6TP"", ""B07MMH1579"", ""B08RJBXXRH"", ""B0BMQGCVVP"", ""B08DK1VK8N"", ""B09JWBKRLX"", ""B07DN9WNCL"", ""B07D7QL5RB"", ""B086YMXTQL""]","[""B07GXHPWTJ"", ""B07S4MD6TP"", ""B07MMH1579"", ""B08RJBXXRH"", ""B0BMQGCVVP"", ""B08DK1VK8N"", ""B09JWBKRLX"", ""B07DN9WNCL"", ""B07D7QL5RB"", ""B086YMXTQL""]",True,False,True,False,False,True,buying,B07GXHPWTJ
public_0009,evaluation,10,buying,Handbags & Wallets Totes,"[""leather"", ""Soft Washed PU Leather with Convenient side Pockets"", ""Imported"", ""Adjustable and Removable Shoulder Strap""]",Handbags & Wallets Totes leather Soft Washed PU Leather with Convenient side Pockets Imported Adjustable and Removable Shoulder Strap,"[""B07GXHPWTJ"", ""B07S4MD6TP"", ""B07MMH1579"", ""B08RJBXXRH"", ""B0BMQGCVVP"", ""B08DK1VK8N"", ""B09JWBKRLX"", ""B07DN9WNCL"", ""B07D7QL5RB"", ""B086YMXTQL""]","[""B07GXHPWTJ"", ""B07S4MD6TP"", ""B07MMH1579"", ""B08RJBXXRH"", ""B0BMQGCVVP"", ""B08DK1VK8N"", ""B09JWBKRLX"", ""B07DN9WNCL"", ""B07D7QL5RB"", ""B086YMXTQL""]",True,False,True,False,False,True,buying,B07GXHPWTJ
public_0010,calibration,1,buying,Women Bodysuits,"[""fabric""]",Women Bodysuits fabric,"[""B083GB47SQ"", ""B09NC92ZY7"", ""B07YLGX2VF"", ""B086755PW7"", ""B0B4D545SB"", ""B07LB2S44R"", ""B09JT1T7GJ"", ""B0B3DGV5SG"", ""B09H4QBJPR"", ""B09W8QCYG7""]","[""B083GB47SQ"", ""B09NC92ZY7"", ""B07YLGX2VF"", ""B086755PW7"", ""B0B4D545SB"", ""B07LB2S44R"", ""B09JT1T7GJ"", ""B0B3DGV5SG"", ""B09H4QBJPR"", ""B09W8QCYG7""]",True,False,True,False,False,True,buying,B0929KL5W7
public_0010,calibration,2,buying,Women Bodysuits,"[""fabric"", ""Stretchy fabric: 95% modal, 5% spandex"", ""Imported""]","Women Bodysuits fabric Stretchy fabric: 95% modal, 5% spandex Imported","[""B0929KL5W7"", ""B07FQD9LL8"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B08H2CKF4Z"", ""B0936ZJJ68"", ""B09NC92ZY7"", ""B07YLGX2VF""]","[""B0929KL5W7"", ""B07FQD9LL8"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B08H2CKF4Z"", ""B0936ZJJ68"", ""B09NC92ZY7"", ""B07YLGX2VF""]",True,True,True,True,False,True,buying,B0929KL5W7
public_0010,calibration,3,buying,Women Bodysuits,"[""fabric"", ""Stretchy fabric: 95% modal, 5% spandex"", ""Imported"", ""Snap closure""]","Women Bodysuits fabric Stretchy fabric: 95% modal, 5% spandex Imported Snap closure","[""B0929KL5W7"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B0936ZJJ68"", ""B08H2CKF4Z"", ""B0B97JNGGY"", ""B083BG1PY5"", ""B08VXJ2C3W""]","[""B0929KL5W7"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B0936ZJJ68"", ""B08H2CKF4Z"", ""B0B97JNGGY"", ""B083BG1PY5"", ""B08VXJ2C3W""]",True,True,True,True,False,True,buying,B0929KL5W7
public_0010,calibration,4,buying,Women Bodysuits,"[""fabric"", ""Stretchy fabric: 95% modal, 5% spandex"", ""Imported"", ""Snap closure""]","Women Bodysuits fabric Stretchy fabric: 95% modal, 5% spandex Imported Snap closure","[""B0929KL5W7"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B0936ZJJ68"", ""B08H2CKF4Z"", ""B0B97JNGGY"", ""B083BG1PY5"", ""B08VXJ2C3W""]","[""B0929KL5W7"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B0936ZJJ68"", ""B08H2CKF4Z"", ""B0B97JNGGY"", ""B083BG1PY5"", ""B08VXJ2C3W""]",True,True,True,True,False,True,buying,B0929KL5W7
public_0010,calibration,5,buying,Women Bodysuits,"[""fabric"", ""Stretchy fabric: 95% modal, 5% spandex"", ""Imported"", ""Snap closure""]","Women Bodysuits fabric Stretchy fabric: 95% modal, 5% spandex Imported Snap closure","[""B0929KL5W7"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B0936ZJJ68"", ""B08H2CKF4Z"", ""B0B97JNGGY"", ""B083BG1PY5"", ""B08VXJ2C3W""]","[""B0929KL5W7"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B0936ZJJ68"", ""B08H2CKF4Z"", ""B0B97JNGGY"", ""B083BG1PY5"", ""B08VXJ2C3W""]",True,True,True,True,False,True,buying,B0929KL5W7
public_0010,calibration,6,buying,Women Bodysuits,"[""fabric"", ""Stretchy fabric: 95% modal, 5% spandex"", ""Imported"", ""Snap closure""]","Women Bodysuits fabric Stretchy fabric: 95% modal, 5% spandex Imported Snap closure","[""B0929KL5W7"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B0936ZJJ68"", ""B08H2CKF4Z"", ""B0B97JNGGY"", ""B083BG1PY5"", ""B08VXJ2C3W""]","[""B0929KL5W7"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B0936ZJJ68"", ""B08H2CKF4Z"", ""B0B97JNGGY"", ""B083BG1PY5"", ""B08VXJ2C3W""]",True,True,True,True,False,True,buying,B0929KL5W7
public_0010,calibration,7,buying,Women Bodysuits,"[""fabric"", ""Stretchy fabric: 95% modal, 5% spandex"", ""Imported"", ""Snap closure""]","Women Bodysuits fabric Stretchy fabric: 95% modal, 5% spandex Imported Snap closure","[""B0929KL5W7"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B0936ZJJ68"", ""B08H2CKF4Z"", ""B0B97JNGGY"", ""B083BG1PY5"", ""B08VXJ2C3W""]","[""B0929KL5W7"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B0936ZJJ68"", ""B08H2CKF4Z"", ""B0B97JNGGY"", ""B083BG1PY5"", ""B08VXJ2C3W""]",True,True,True,True,False,True,buying,B0929KL5W7
public_0010,calibration,8,buying,Women Bodysuits,"[""fabric"", ""Stretchy fabric: 95% modal, 5% spandex"", ""Imported"", ""Snap closure""]","Women Bodysuits fabric Stretchy fabric: 95% modal, 5% spandex Imported Snap closure","[""B0929KL5W7"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B0936ZJJ68"", ""B08H2CKF4Z"", ""B0B97JNGGY"", ""B083BG1PY5"", ""B08VXJ2C3W""]","[""B0929KL5W7"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B0936ZJJ68"", ""B08H2CKF4Z"", ""B0B97JNGGY"", ""B083BG1PY5"", ""B08VXJ2C3W""]",True,True,True,True,False,True,buying,B0929KL5W7
public_0010,calibration,9,buying,Women Bodysuits,"[""fabric"", ""Stretchy fabric: 95% modal, 5% spandex"", ""Imported"", ""Snap closure""]","Women Bodysuits fabric Stretchy fabric: 95% modal, 5% spandex Imported Snap closure","[""B0929KL5W7"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B0936ZJJ68"", ""B08H2CKF4Z"", ""B0B97JNGGY"", ""B083BG1PY5"", ""B08VXJ2C3W""]","[""B0929KL5W7"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B0936ZJJ68"", ""B08H2CKF4Z"", ""B0B97JNGGY"", ""B083BG1PY5"", ""B08VXJ2C3W""]",True,True,True,True,False,True,buying,B0929KL5W7
public_0010,calibration,10,buying,Women Bodysuits,"[""fabric"", ""Stretchy fabric: 95% modal, 5% spandex"", ""Imported"", ""Snap closure""]","Women Bodysuits fabric Stretchy fabric: 95% modal, 5% spandex Imported Snap closure","[""B0929KL5W7"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B0936ZJJ68"", ""B08H2CKF4Z"", ""B0B97JNGGY"", ""B083BG1PY5"", ""B08VXJ2C3W""]","[""B0929KL5W7"", ""B0B53H6J51"", ""B09PMPGNVP"", ""B093JQPT5G"", ""B08H2C3NGL"", ""B0936ZJJ68"", ""B08H2CKF4Z"", ""B0B97JNGGY"", ""B083BG1PY5"", ""B08VXJ2C3W""]",True,True,True,True,False,True,buying,B0929KL5W7
public_0011,evaluation,1,browsing,Underwear Undershirts,[],Underwear Undershirts,"[""B0891LTVHT"", ""B0036UZNBC"", ""B008U7KRBW"", ""B07C3J1VSQ"", ""B07DJSPRYY"", ""B00F0TO1S8"", ""B07NCS6DTX"", ""B019P5WRLK"", ""B0BXP6MG3X"", ""B00KDC6VVW""]","[""B005CJJHNK"", ""B00M798WWA"", ""B0149B4YHK"", ""B0BXP6MG3X"", ""B0B7HYJ6B3"", ""B00LX0HVTY"", ""B07BFJ6RG5"", ""B00L10BT3A"", ""B07QDMXPLD"", ""B07G54CXY9""]",True,True,False,False,True,True,browsing,B0BXP6MG3X
public_0011,evaluation,2,browsing,Underwear Undershirts,"[""cotton"", ""100% Cotton""]",Underwear Undershirts cotton 100% Cotton,"[""B0891LTVHT"", ""B07DJSPRYY"", ""B07C3J1VSQ"", ""B019P5WRLK"", ""B0BXP6MG3X"", ""B0036UZNBC"", ""B00YBBN9B6"", ""B008U7KRBW"", ""B07CLKVV5K"", ""B0BSS36XCS""]","[""B0B7HYJ6B3"", ""B08MPZFHCY"", ""B07XC165FX"", ""B0897FWZG1"", ""B00M798WWA"", ""B0149B4YHK"", ""B07YF1THQ6"", ""B07PYB8F1G"", ""B0BXP6MG3X"", ""B093STRF2L""]",True,True,False,False,True,True,browsing,B0BXP6MG3X
public_0011,evaluation,3,browsing,Underwear Undershirts,"[""cotton"", ""100% Cotton"", ""Imported"", ""undershirts closure""]",Underwear Undershirts cotton 100% Cotton Imported undershirts closure,"[""B0BXP6MG3X"", ""B07DJSPRYY"", ""B07DQSWHWN"", ""B07HC5LL2H"", ""B07CLKVV5K"", ""B09JVB9G5P"", ""B09PRTSYLJ"", ""B07C3J1VSQ"", ""B008U7KRBW"", ""B07YF1THQ6""]","[""B0BXP6MG3X"", ""B0B7HYJ6B3"", ""B0149B4YHK"", ""B00M798WWA"", ""B08MPZFHCY"", ""B07XC165FX"", ""B01N3MG10D"", ""B005CJJHNK"", ""B07YF1THQ6"", ""B07PYB8F1G""]",True,False,False,False,True,True,browsing,B0BXP6MG3X
public_0011,evaluation,4,browsing,Underwear Undershirts,"[""cotton"", ""100% Cotton"", ""Imported"", ""undershirts closure""]",Underwear Undershirts cotton 100% Cotton Imported undershirts closure,"[""B0BXP6MG3X"", ""B07DJSPRYY"", ""B07DQSWHWN"", ""B07HC5LL2H"", ""B07CLKVV5K"", ""B09JVB9G5P"", ""B09PRTSYLJ"", ""B07C3J1VSQ"", ""B008U7KRBW"", ""B07YF1THQ6""]","[""B0BXP6MG3X"", ""B0B7HYJ6B3"", ""B0149B4YHK"", ""B00M798WWA"", ""B08MPZFHCY"", ""B07XC165FX"", ""B01N3MG10D"", ""B005CJJHNK"", ""B07YF1THQ6"", ""B07PYB8F1G""]",True,False,False,False,True,True,browsing,B0BXP6MG3X
public_0011,evaluation,5,browsing,Underwear Undershirts,"[""cotton"", ""100% Cotton"", ""Imported"", ""undershirts closure""]",Underwear Undershirts cotton 100% Cotton Imported undershirts closure,"[""B0BXP6MG3X"", ""B07DJSPRYY"", ""B07DQSWHWN"", ""B07HC5LL2H"", ""B07CLKVV5K"", ""B09JVB9G5P"", ""B09PRTSYLJ"", ""B07C3J1VSQ"", ""B008U7KRBW"", ""B07YF1THQ6""]","[""B0BXP6MG3X"", ""B0B7HYJ6B3"", ""B0149B4YHK"", ""B00M798WWA"", ""B08MPZFHCY"", ""B07XC165FX"", ""B01N3MG10D"", ""B005CJJHNK"", ""B07YF1THQ6"", ""B07PYB8F1G""]",True,False,False,False,True,True,browsing,B0BXP6MG3X
public_0011,evaluation,6,browsing,Underwear Undershirts,"[""cotton"", ""100% Cotton"", ""Imported"", ""undershirts closure""]",Underwear Undershirts cotton 100% Cotton Imported undershirts closure,"[""B0BXP6MG3X"", ""B07DJSPRYY"", ""B07DQSWHWN"", ""B07HC5LL2H"", ""B07CLKVV5K"", ""B09JVB9G5P"", ""B09PRTSYLJ"", ""B07C3J1VSQ"", ""B008U7KRBW"", ""B07YF1THQ6""]","[""B0BXP6MG3X"", ""B0B7HYJ6B3"", ""B0149B4YHK"", ""B00M798WWA"", ""B08MPZFHCY"", ""B07XC165FX"", ""B01N3MG10D"", ""B005CJJHNK"", ""B07YF1THQ6"", ""B07PYB8F1G""]",True,False,False,False,True,True,browsing,B0BXP6MG3X
public_0011,evaluation,7,browsing,Underwear Undershirts,"[""cotton"", ""100% Cotton"", ""Imported"", ""undershirts closure""]",Underwear Undershirts cotton 100% Cotton Imported undershirts closure,"[""B0BXP6MG3X"", ""B07DJSPRYY"", ""B07DQSWHWN"", ""B07HC5LL2H"", ""B07CLKVV5K"", ""B09JVB9G5P"", ""B09PRTSYLJ"", ""B07C3J1VSQ"", ""B008U7KRBW"", ""B07YF1THQ6""]","[""B0BXP6MG3X"", ""B0B7HYJ6B3"", ""B0149B4YHK"", ""B00M798WWA"", ""B08MPZFHCY"", ""B07XC165FX"", ""B01N3MG10D"", ""B005CJJHNK"", ""B07YF1THQ6"", ""B07PYB8F1G""]",True,False,False,False,True,True,browsing,B0BXP6MG3X
public_0011,evaluation,8,browsing,Underwear Undershirts,"[""cotton"", ""100% Cotton"", ""Imported"", ""undershirts closure""]",Underwear Undershirts cotton 100% Cotton Imported undershirts closure,"[""B0BXP6MG3X"", ""B07DJSPRYY"", ""B07DQSWHWN"", ""B07HC5LL2H"", ""B07CLKVV5K"", ""B09JVB9G5P"", ""B09PRTSYLJ"", ""B07C3J1VSQ"", ""B008U7KRBW"", ""B07YF1THQ6""]","[""B0BXP6MG3X"", ""B0B7HYJ6B3"", ""B0149B4YHK"", ""B00M798WWA"", ""B08MPZFHCY"", ""B07XC165FX"", ""B01N3MG10D"", ""B005CJJHNK"", ""B07YF1THQ6"", ""B07PYB8F1G""]",True,False,False,False,True,True,browsing,B0BXP6MG3X
public_0011,evaluation,9,browsing,Underwear Undershirts,"[""cotton"", ""100% Cotton"", ""Imported"", ""undershirts closure""]",Underwear Undershirts cotton 100% Cotton Imported undershirts closure,"[""B0BXP6MG3X"", ""B07DJSPRYY"", ""B07DQSWHWN"", ""B07HC5LL2H"", ""B07CLKVV5K"", ""B09JVB9G5P"", ""B09PRTSYLJ"", ""B07C3J1VSQ"", ""B008U7KRBW"", ""B07YF1THQ6""]","[""B0BXP6MG3X"", ""B0B7HYJ6B3"", ""B0149B4YHK"", ""B00M798WWA"", ""B08MPZFHCY"", ""B07XC165FX"", ""B01N3MG10D"", ""B005CJJHNK"", ""B07YF1THQ6"", ""B07PYB8F1G""]",True,False,False,False,True,True,browsing,B0BXP6MG3X
public_0011,evaluation,10,browsing,Underwear Undershirts,"[""cotton"", ""100% Cotton"", ""Imported"", ""undershirts closure""]",Underwear Undershirts cotton 100% Cotton Imported undershirts closure,"[""B0BXP6MG3X"", ""B07DJSPRYY"", ""B07DQSWHWN"", ""B07HC5LL2H"", ""B07CLKVV5K"", ""B09JVB9G5P"", ""B09PRTSYLJ"", ""B07C3J1VSQ"", ""B008U7KRBW"", ""B07YF1THQ6""]","[""B0BXP6MG3X"", ""B0B7HYJ6B3"", ""B0149B4YHK"", ""B00M798WWA"", ""B08MPZFHCY"", ""B07XC165FX"", ""B01N3MG10D"", ""B005CJJHNK"", ""B07YF1THQ6"", ""B07PYB8F1G""]",True,False,False,False,True,True,browsing,B0BXP6MG3X
public_0012,evaluation,1,browsing,Women Dresses,[],Women Dresses,"[""B07NV7NBPH"", ""B095WW3NTJ"", ""B09H4QBJPR"", ""B096ZQ24S3"", ""B08VJCW9W1"", ""B0897TQCTF"", ""B09S3745S2"", ""B0899TGVHC"", ""B08ZNQ6BG6"", ""B07RD5CVF8""]","[""B07483YC42"", ""B07GWP244H"", ""B07PN95MVP"", ""B07NV7NBPH"", ""B00BLQK83Q"", ""B0B92BGGKX"", ""B0BYT47WQR"", ""B07Q369PS8"", ""B07MV1MR8H"", ""B07JKDHQQR""]",True,True,False,False,True,True,browsing,B08FFGQF72
public_0012,evaluation,2,browsing,Women Dresses,"[""polyester"", ""95% Polyester, 5% Spandex""]","Women Dresses polyester 95% Polyester, 5% Spandex","[""B092QYLHYQ"", ""B0BVYL1T2M"", ""B08417XN9W"", ""B07G1RQRZT"", ""B07YLGX2VF"", ""B08ZNQ6BG6"", ""B09V5KYNY4"", ""B0BB2RBPJN"", ""B07PL9BPLL"", ""B0C145HTY3""]","[""B017BQRMB0"", ""B09VY9TD7N"", ""B07483YC42"", ""B07PN95MVP"", ""B07ZVF8S3X"", ""B09J1BXM7M"", ""B00JH0RXE0"", ""B01G6DJ7JY"", ""B094G5Z45J"", ""B0752PR87N""]",True,False,False,False,True,True,browsing,B08FFGQF72
public_0012,evaluation,3,browsing,Women Dresses,"[""polyester"", ""95% Polyester, 5% Spandex"", ""Imported"", ""Wrap closure""]","Women Dresses polyester 95% Polyester, 5% Spandex Imported Wrap closure","[""B01LNZU8FC"", ""B08FFGQF72"", ""B07K57PLQQ"", ""B00HFLCIHA"", ""B07YLJLGX9"", ""B00GX3WL96"", ""B07YLHQYXY"", ""B071JR395C"", ""B005M2ABW8"", ""B015SKDXIC""]","[""B07S82FG4N"", ""B07483YC42"", ""B017BQRMB0"", ""B09J1BXM7M"", ""B09VY9TD7N"", ""B07PN95MVP"", ""B00WVZOEIQ"", ""B0B7VYPTYQ"", ""B0BB2RBPJN"", ""B089GV13GX""]",True,True,False,False,True,True,browsing,B08FFGQF72
public_0012,evaluation,4,browsing,Women Dresses,"[""polyester"", ""95% Polyester, 5% Spandex"", ""Imported"", ""Wrap closure""]","Women Dresses polyester 95% Polyester, 5% Spandex Imported Wrap closure","[""B01LNZU8FC"", ""B08FFGQF72"", ""B07K57PLQQ"", ""B00HFLCIHA"", ""B07YLJLGX9"", ""B00GX3WL96"", ""B07YLHQYXY"", ""B071JR395C"", ""B005M2ABW8"", ""B015SKDXIC""]","[""B07S82FG4N"", ""B07483YC42"", ""B017BQRMB0"", ""B09J1BXM7M"", ""B09VY9TD7N"", ""B07PN95MVP"", ""B00WVZOEIQ"", ""B0B7VYPTYQ"", ""B0BB2RBPJN"", ""B089GV13GX""]",True,True,False,False,True,True,browsing,B08FFGQF72
public_0012,evaluation,5,browsing,Women Dresses,"[""polyester"", ""95% Polyester, 5% Spandex"", ""Imported"", ""Wrap closure""]","Women Dresses polyester 95% Polyester, 5% Spandex Imported Wrap closure","[""B01LNZU8FC"", ""B08FFGQF72"", ""B07K57PLQQ"", ""B00HFLCIHA"", ""B07YLJLGX9"", ""B00GX3WL96"", ""B07YLHQYXY"", ""B071JR395C"", ""B005M2ABW8"", ""B015SKDXIC""]","[""B07S82FG4N"", ""B07483YC42"", ""B017BQRMB0"", ""B09J1BXM7M"", ""B09VY9TD7N"", ""B07PN95MVP"", ""B00WVZOEIQ"", ""B0B7VYPTYQ"", ""B0BB2RBPJN"", ""B089GV13GX""]",True,True,False,False,True,True,browsing,B08FFGQF72
public_0012,evaluation,6,browsing,Women Dresses,"[""polyester"", ""95% Polyester, 5% Spandex"", ""Imported"", ""Wrap closure""]","Women Dresses polyester 95% Polyester, 5% Spandex Imported Wrap closure","[""B01LNZU8FC"", ""B08FFGQF72"", ""B07K57PLQQ"", ""B00HFLCIHA"", ""B07YLJLGX9"", ""B00GX3WL96"", ""B07YLHQYXY"", ""B071JR395C"", ""B005M2ABW8"", ""B015SKDXIC""]","[""B07S82FG4N"", ""B07483YC42"", ""B017BQRMB0"", ""B09J1BXM7M"", ""B09VY9TD7N"", ""B07PN95MVP"", ""B00WVZOEIQ"", ""B0B7VYPTYQ"", ""B0BB2RBPJN"", ""B089GV13GX""]",True,True,False,False,True,True,browsing,B08FFGQF72
public_0012,evaluation,7,browsing,Women Dresses,"[""polyester"", ""95% Polyester, 5% Spandex"", ""Imported"", ""Wrap closure""]","Women Dresses polyester 95% Polyester, 5% Spandex Imported Wrap closure","[""B01LNZU8FC"", ""B08FFGQF72"", ""B07K57PLQQ"", ""B00HFLCIHA"", ""B07YLJLGX9"", ""B00GX3WL96"", ""B07YLHQYXY"", ""B071JR395C"", ""B005M2ABW8"", ""B015SKDXIC""]","[""B07S82FG4N"", ""B07483YC42"", ""B017BQRMB0"", ""B09J1BXM7M"", ""B09VY9TD7N"", ""B07PN95MVP"", ""B00WVZOEIQ"", ""B0B7VYPTYQ"", ""B0BB2RBPJN"", ""B089GV13GX""]",True,True,False,False,True,True,browsing,B08FFGQF72
public_0012,evaluation,8,browsing,Women Dresses,"[""polyester"", ""95% Polyester, 5% Spandex"", ""Imported"", ""Wrap closure""]","Women Dresses polyester 95% Polyester, 5% Spandex Imported Wrap closure","[""B01LNZU8FC"", ""B08FFGQF72"", ""B07K57PLQQ"", ""B00HFLCIHA"", ""B07YLJLGX9"", ""B00GX3WL96"", ""B07YLHQYXY"", ""B071JR395C"", ""B005M2ABW8"", ""B015SKDXIC""]","[""B07S82FG4N"", ""B07483YC42"", ""B017BQRMB0"", ""B09J1BXM7M"", ""B09VY9TD7N"", ""B07PN95MVP"", ""B00WVZOEIQ"", ""B0B7VYPTYQ"", ""B0BB2RBPJN"", ""B089GV13GX""]",True,True,False,False,True,True,browsing,B08FFGQF72
public_0012,evaluation,9,browsing,Women Dresses,"[""polyester"", ""95% Polyester, 5% Spandex"", ""Imported"", ""Wrap closure""]","Women Dresses polyester 95% Polyester, 5% Spandex Imported Wrap closure","[""B01LNZU8FC"", ""B08FFGQF72"", ""B07K57PLQQ"", ""B00HFLCIHA"", ""B07YLJLGX9"", ""B00GX3WL96"", ""B07YLHQYXY"", ""B071JR395C"", ""B005M2ABW8"", ""B015SKDXIC""]","[""B07S82FG4N"", ""B07483YC42"", ""B017BQRMB0"", ""B09J1BXM7M"", ""B09VY9TD7N"", ""B07PN95MVP"", ""B00WVZOEIQ"", ""B0B7VYPTYQ"", ""B0BB2RBPJN"", ""B089GV13GX""]",True,True,False,False,True,True,browsing,B08FFGQF72
public_0012,evaluation,10,browsing,Women Dresses,"[""polyester"", ""95% Polyester, 5% Spandex"", ""Imported"", ""Wrap closure""]","Women Dresses polyester 95% Polyester, 5% Spandex Imported Wrap closure","[""B01LNZU8FC"", ""B08FFGQF72"", ""B07K57PLQQ"", ""B00HFLCIHA"", ""B07YLJLGX9"", ""B00GX3WL96"", ""B07YLHQYXY"", ""B071JR395C"", ""B005M2ABW8"", ""B015SKDXIC""]","[""B07S82FG4N"", ""B07483YC42"", ""B017BQRMB0"", ""B09J1BXM7M"", ""B09VY9TD7N"", ""B07PN95MVP"", ""B00WVZOEIQ"", ""B0B7VYPTYQ"", ""B0BB2RBPJN"", ""B089GV13GX""]",True,True,False,False,True,True,browsing,B08FFGQF72
public_0013,calibration,1,buying,Shoes Slippers,"[""YOUR NEW FAVORITE SLIPPERS: Slip into divine comfort with Gemma, a plush mule-style spa slipper with an adjustable hook-and-loop closure across the vamp""]","Shoes Slippers YOUR NEW FAVORITE SLIPPERS: Slip into divine comfort with Gemma, a plush mule-style spa slipper with an adjustable hook-and-loop closure across the vamp","[""B0C65TFM9F"", ""B0B8NXLF4R"", ""B08LP2PGMS"", ""B08LP3MRND"", ""B09KLT34T8"", ""B0BXGH4WYN"", ""B09HXZ22LF"", ""B0BK6KFCXF"", ""B09FSZ3L6Z"", ""B07JQ24SH6""]","[""B0C65TFM9F"", ""B0B8NXLF4R"", ""B08LP2PGMS"", ""B08LP3MRND"", ""B09KLT34T8"", ""B0BXGH4WYN"", ""B09HXZ22LF"", ""B0BK6KFCXF"", ""B09FSZ3L6Z"", ""B07JQ24SH6""]",True,False,True,False,False,True,intent_override,B0C65TFM9F
