sample_id,scenario_type,turn,disclosed_constraint_count,override_applied,agent_query,latest_message,target_asin,evaluation_mode,latest_message_bm25_rank,stateful_bm25_rank,exact_phrase_rank,field_aware_bm25_rank,dense_rank,hybrid_rrf_rank
public_0044,buying,6,4,True,"Men Jammers fabric Polyester,Spandex Rope closure 【100% chlorine-resistant durable】KGKE mens swimming jammer swimsuit have 4-Level chlorine resistant fabric,worth to prevent chaffing and fadding.FBT fabrics keep shape retention af",I don't have an additional preference for other.,B09BQ4G5BD,agent_realistic,9751,1,1,1,1,1
public_0044,buying,7,4,True,"Men Jammers fabric Polyester,Spandex Rope closure 【100% chlorine-resistant durable】KGKE mens swimming jammer swimsuit have 4-Level chlorine resistant fabric,worth to prevent chaffing and fadding.FBT fabrics keep shape retention af",I don't have an additional preference for other.,B09BQ4G5BD,agent_realistic,9751,1,1,1,1,1
public_0044,buying,8,4,True,"Men Jammers fabric Polyester,Spandex Rope closure 【100% chlorine-resistant durable】KGKE mens swimming jammer swimsuit have 4-Level chlorine resistant fabric,worth to prevent chaffing and fadding.FBT fabrics keep shape retention af",I don't have an additional preference for other.,B09BQ4G5BD,agent_realistic,9751,1,1,1,1,1
public_0044,buying,9,4,True,"Men Jammers fabric Polyester,Spandex Rope closure 【100% chlorine-resistant durable】KGKE mens swimming jammer swimsuit have 4-Level chlorine resistant fabric,worth to prevent chaffing and fadding.FBT fabrics keep shape retention af",I don't have an additional preference for other.,B09BQ4G5BD,agent_realistic,9751,1,1,1,1,1
public_0044,buying,10,4,True,"Men Jammers fabric Polyester,Spandex Rope closure 【100% chlorine-resistant durable】KGKE mens swimming jammer swimsuit have 4-Level chlorine resistant fabric,worth to prevent chaffing and fadding.FBT fabrics keep shape retention af",I don't have an additional preference for other.,B09BQ4G5BD,agent_realistic,9751,1,1,1,1,1
public_0045,buying,1,1,True,Tees & Blouses Tunics polyester,I'm looking for Tees & Blouses Tunics. A key requirement is: polyester.,B07Z8NTWVV,agent_realistic,254,243,75,643,392,467
public_0045,buying,2,3,True,"Tees & Blouses Tunics polyester 95% Polyester, 5% Spandex Imported","For that, what matters is: 95% Polyester, 5% Spandex; Imported.",B07Z8NTWVV,agent_realistic,92,7,1,293,619,390
public_0045,buying,3,4,True,"Tees & Blouses Tunics polyester 95% Polyester, 5% Spandex Imported Button closure","For that, what matters is: Button closure.",B07Z8NTWVV,agent_realistic,2632,1,1,95,157,94
public_0045,buying,4,4,True,"Tees & Blouses Tunics polyester 95% Polyester, 5% Spandex Imported Button closure",I don't have an additional preference for other.,B07Z8NTWVV,agent_realistic,12195,1,1,95,157,94
public_0045,buying,5,4,True,"Tees & Blouses Tunics polyester 95% Polyester, 5% Spandex Imported Button closure",I don't have an additional preference for other.,B07Z8NTWVV,agent_realistic,12195,1,1,95,157,94
public_0045,buying,6,4,True,"Tees & Blouses Tunics polyester 95% Polyester, 5% Spandex Imported Button closure",I don't have an additional preference for other.,B07Z8NTWVV,agent_realistic,12195,1,1,95,157,94
public_0045,buying,7,4,True,"Tees & Blouses Tunics polyester 95% Polyester, 5% Spandex Imported Button closure",I don't have an additional preference for other.,B07Z8NTWVV,agent_realistic,12195,1,1,95,157,94
public_0045,buying,8,4,True,"Tees & Blouses Tunics polyester 95% Polyester, 5% Spandex Imported Button closure",I don't have an additional preference for other.,B07Z8NTWVV,agent_realistic,12195,1,1,95,157,94
public_0045,buying,9,4,True,"Tees & Blouses Tunics polyester 95% Polyester, 5% Spandex Imported Button closure",I don't have an additional preference for other.,B07Z8NTWVV,agent_realistic,12195,1,1,95,157,94
public_0045,buying,10,4,True,"Tees & Blouses Tunics polyester 95% Polyester, 5% Spandex Imported Button closure",I don't have an additional preference for other.,B07Z8NTWVV,agent_realistic,12195,1,1,95,157,94
public_0046,intent_override,1,0,False,Socks & Hosiery Leg Warmers No Closure closure,I'm looking for Socks & Hosiery Leg Warmers. No Closure closure,B0B42PVX1F,agent_realistic,21,20,2,14,7,9
public_0046,intent_override,2,2,False,"Socks & Hosiery Leg Warmers No Closure closure wool 44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester","For that, what matters is: wool; 44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester.",B0B42PVX1F,agent_realistic,1,1,1,1,2,1
public_0046,intent_override,3,4,False,"Socks & Hosiery Leg Warmers No Closure closure wool 44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester Imported","For that, what matters is: Imported; No Closure closure.",B0B42PVX1F,agent_realistic,1867,1,1,1,2,1
public_0046,intent_override,4,4,True,"Socks & Hosiery Leg Warmers wool 44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester Imported","Actually, ignore my earlier preference. What I need is: wool.",B0B42PVX1F,agent_realistic,26,1,1,1,4,1
public_0046,intent_override,5,4,True,"Socks & Hosiery Leg Warmers wool 44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester Imported",I don't have an additional preference for other.,B0B42PVX1F,agent_realistic,19668,1,1,1,4,1
public_0046,intent_override,6,4,True,"Socks & Hosiery Leg Warmers wool 44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester Imported",I don't have an additional preference for other.,B0B42PVX1F,agent_realistic,19668,1,1,1,4,1
public_0046,intent_override,7,4,True,"Socks & Hosiery Leg Warmers wool 44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester Imported",I don't have an additional preference for other.,B0B42PVX1F,agent_realistic,19668,1,1,1,4,1
public_0046,intent_override,8,4,True,"Socks & Hosiery Leg Warmers wool 44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester Imported",I don't have an additional preference for other.,B0B42PVX1F,agent_realistic,19668,1,1,1,4,1
public_0046,intent_override,9,4,True,"Socks & Hosiery Leg Warmers wool 44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester Imported",I don't have an additional preference for other.,B0B42PVX1F,agent_realistic,19668,1,1,1,4,1
public_0046,intent_override,10,4,True,"Socks & Hosiery Leg Warmers wool 44% Acrylic, 28% Cotton, 20% Merino Wool, 8% Polyester Imported",I don't have an additional preference for other.,B0B42PVX1F,agent_realistic,19668,1,1,1,4,1
public_0047,browsing,1,0,True,Accessories Bandanas,"I'm looking for Accessories Bandanas, but I'm still exploring.",B0BYZX7B1L,agent_realistic,85,52,33,211,410,225
public_0047,browsing,2,2,True,Accessories Bandanas polyester color: pink,"For that, what matters is: polyester; color: pink.",B0BYZX7B1L,agent_realistic,220,2,13,124,1,10
public_0047,browsing,3,4,True,Accessories Bandanas polyester color: pink 100% Polyester Adjustable closure,"For that, what matters is: 100% Polyester; Adjustable closure.",B0BYZX7B1L,agent_realistic,597,1,1,117,2,9
public_0047,browsing,4,4,True,Accessories Bandanas polyester color: pink 100% Polyester Adjustable closure,I don't have an additional preference for other.,B0BYZX7B1L,agent_realistic,29846,1,1,117,2,9
public_0047,browsing,5,4,True,Accessories Bandanas polyester color: pink 100% Polyester Adjustable closure,I don't have an additional preference for other.,B0BYZX7B1L,agent_realistic,29846,1,1,117,2,9
public_0047,browsing,6,4,True,Accessories Bandanas polyester color: pink 100% Polyester Adjustable closure,I don't have an additional preference for other.,B0BYZX7B1L,agent_realistic,29846,1,1,117,2,9
public_0047,browsing,7,4,True,Accessories Bandanas polyester color: pink 100% Polyester Adjustable closure,I don't have an additional preference for other.,B0BYZX7B1L,agent_realistic,29846,1,1,117,2,9
public_0047,browsing,8,4,True,Accessories Bandanas polyester color: pink 100% Polyester Adjustable closure,I don't have an additional preference for other.,B0BYZX7B1L,agent_realistic,29846,1,1,117,2,9
public_0047,browsing,9,4,True,Accessories Bandanas polyester color: pink 100% Polyester Adjustable closure,I don't have an additional preference for other.,B0BYZX7B1L,agent_realistic,29846,1,1,117,2,9
public_0047,browsing,10,4,True,Accessories Bandanas polyester color: pink 100% Polyester Adjustable closure,I don't have an additional preference for other.,B0BYZX7B1L,agent_realistic,29846,1,1,117,2,9
public_0048,browsing,1,0,True,Athletic Soccer,"I'm looking for Athletic Soccer, but I'm still exploring.",B00VQBMJUQ,agent_realistic,159,95,15,59,79,58
public_0048,browsing,2,2,True,Athletic Soccer 100% Synthetic Rubber sole,"For that, what matters is: 100% Synthetic; Rubber sole.",B00VQBMJUQ,agent_realistic,142,24,2,48,18,15
public_0048,browsing,3,4,True,Athletic Soccer 100% Synthetic Rubber sole FEATURES: Infinity style cleats are constructed from durable synthetic materials that are water resistant. Easily adjustable laces allow these shoes to easily form to your foot RUGGED OUTSOLE: Our flexible rubber outsoles have a two tone design and feature rugged studs to aid with traction on turf and outdoor fields,"For that, what matters is: FEATURES: Infinity style cleats are constructed from durable synthetic materials that are water resistant. Easily adjustable laces allow these shoes to easily form to your foot; RUGGED OUTSOLE: Our flexible rubber outsoles have a two tone design and feature rugged studs to aid with traction on turf and outdoor fields.",B00VQBMJUQ,agent_realistic,1,1,1,1,1,1
public_0048,browsing,4,4,True,Athletic Soccer 100% Synthetic Rubber sole FEATURES: Infinity style cleats are constructed from durable synthetic materials that are water resistant. Easily adjustable laces allow these shoes to easily form to your foot RUGGED OUTSOLE: Our flexible rubber outsoles have a two tone design and feature rugged studs to aid with traction on turf and outdoor fields,I don't have an additional preference for other.,B00VQBMJUQ,agent_realistic,11523,1,1,1,1,1
public_0048,browsing,5,4,True,Athletic Soccer 100% Synthetic Rubber sole FEATURES: Infinity style cleats are constructed from durable synthetic materials that are water resistant. Easily adjustable laces allow these shoes to easily form to your foot RUGGED OUTSOLE: Our flexible rubber outsoles have a two tone design and feature rugged studs to aid with traction on turf and outdoor fields,I don't have an additional preference for other.,B00VQBMJUQ,agent_realistic,11523,1,1,1,1,1
public_0048,browsing,6,4,True,Athletic Soccer 100% Synthetic Rubber sole FEATURES: Infinity style cleats are constructed from durable synthetic materials that are water resistant. Easily adjustable laces allow these shoes to easily form to your foot RUGGED OUTSOLE: Our flexible rubber outsoles have a two tone design and feature rugged studs to aid with traction on turf and outdoor fields,I don't have an additional preference for other.,B00VQBMJUQ,agent_realistic,11523,1,1,1,1,1
public_0048,browsing,7,4,True,Athletic Soccer 100% Synthetic Rubber sole FEATURES: Infinity style cleats are constructed from durable synthetic materials that are water resistant. Easily adjustable laces allow these shoes to easily form to your foot RUGGED OUTSOLE: Our flexible rubber outsoles have a two tone design and feature rugged studs to aid with traction on turf and outdoor fields,I don't have an additional preference for other.,B00VQBMJUQ,agent_realistic,11523,1,1,1,1,1
public_0048,browsing,8,4,True,Athletic Soccer 100% Synthetic Rubber sole FEATURES: Infinity style cleats are constructed from durable synthetic materials that are water resistant. Easily adjustable laces allow these shoes to easily form to your foot RUGGED OUTSOLE: Our flexible rubber outsoles have a two tone design and feature rugged studs to aid with traction on turf and outdoor fields,I don't have an additional preference for other.,B00VQBMJUQ,agent_realistic,11523,1,1,1,1,1
public_0048,browsing,9,4,True,Athletic Soccer 100% Synthetic Rubber sole FEATURES: Infinity style cleats are constructed from durable synthetic materials that are water resistant. Easily adjustable laces allow these shoes to easily form to your foot RUGGED OUTSOLE: Our flexible rubber outsoles have a two tone design and feature rugged studs to aid with traction on turf and outdoor fields,I don't have an additional preference for other.,B00VQBMJUQ,agent_realistic,11523,1,1,1,1,1
public_0048,browsing,10,4,True,Athletic Soccer 100% Synthetic Rubber sole FEATURES: Infinity style cleats are constructed from durable synthetic materials that are water resistant. Easily adjustable laces allow these shoes to easily form to your foot RUGGED OUTSOLE: Our flexible rubber outsoles have a two tone design and feature rugged studs to aid with traction on turf and outdoor fields,I don't have an additional preference for other.,B00VQBMJUQ,agent_realistic,11523,1,1,1,1,1
public_0049,browsing,1,0,True,Shoes Loafers & Slip-Ons,"I'm looking for Shoes Loafers & Slip-Ons, but I'm still exploring.",B08G4WVYLJ,agent_realistic,105,166,10,5,214,39
public_0049,browsing,2,2,True,Shoes Loafers & Slip-Ons leather color: brown,"For that, what matters is: leather; color: brown.",B08G4WVYLJ,agent_realistic,1190,17,37,3,217,28
public_0049,browsing,3,4,True,"Shoes Loafers & Slip-Ons leather color: brown Rubber sole 👟BEST MATERIAL.These mens shoes casual slip on has premium microfiber leather upper,soft rubber sole.It's a good choice for outdoor all season","For that, what matters is: Rubber sole; 👟BEST MATERIAL.These mens shoes casual slip on has premium microfiber leather upper,soft rubber sole.It's a good choice for outdoor all season.",B08G4WVYLJ,agent_realistic,1,1,1,1,3,1
public_0049,browsing,4,4,True,"Shoes Loafers & Slip-Ons leather color: brown Rubber sole 👟BEST MATERIAL.These mens shoes casual slip on has premium microfiber leather upper,soft rubber sole.It's a good choice for outdoor all season",I don't have an additional preference for other.,B08G4WVYLJ,agent_realistic,17890,1,1,1,3,1
public_0049,browsing,5,4,True,"Shoes Loafers & Slip-Ons leather color: brown Rubber sole 👟BEST MATERIAL.These mens shoes casual slip on has premium microfiber leather upper,soft rubber sole.It's a good choice for outdoor all season",I don't have an additional preference for other.,B08G4WVYLJ,agent_realistic,17890,1,1,1,3,1
public_0049,browsing,6,4,True,"Shoes Loafers & Slip-Ons leather color: brown Rubber sole 👟BEST MATERIAL.These mens shoes casual slip on has premium microfiber leather upper,soft rubber sole.It's a good choice for outdoor all season",I don't have an additional preference for other.,B08G4WVYLJ,agent_realistic,17890,1,1,1,3,1
public_0049,browsing,7,4,True,"Shoes Loafers & Slip-Ons leather color: brown Rubber sole 👟BEST MATERIAL.These mens shoes casual slip on has premium microfiber leather upper,soft rubber sole.It's a good choice for outdoor all season",I don't have an additional preference for other.,B08G4WVYLJ,agent_realistic,17890,1,1,1,3,1
public_0049,browsing,8,4,True,"Shoes Loafers & Slip-Ons leather color: brown Rubber sole 👟BEST MATERIAL.These mens shoes casual slip on has premium microfiber leather upper,soft rubber sole.It's a good choice for outdoor all season",I don't have an additional preference for other.,B08G4WVYLJ,agent_realistic,17890,1,1,1,3,1
public_0049,browsing,9,4,True,"Shoes Loafers & Slip-Ons leather color: brown Rubber sole 👟BEST MATERIAL.These mens shoes casual slip on has premium microfiber leather upper,soft rubber sole.It's a good choice for outdoor all season",I don't have an additional preference for other.,B08G4WVYLJ,agent_realistic,17890,1,1,1,3,1
public_0049,browsing,10,4,True,"Shoes Loafers & Slip-Ons leather color: brown Rubber sole 👟BEST MATERIAL.These mens shoes casual slip on has premium microfiber leather upper,soft rubber sole.It's a good choice for outdoor all season",I don't have an additional preference for other.,B08G4WVYLJ,agent_realistic,17890,1,1,1,3,1
public_0050,boundary,1,0,True,Work & Utility Industrial & Construction Boots,"I'm looking for Work & Utility Industrial & Construction Boots, but I'm still exploring.",B07BYR6T7W,agent_realistic,34,50,15,7,37,11
public_0050,boundary,2,0,True,Work & Utility Industrial & Construction Boots,I don't have a preference for other; please use your judgment.,B07BYR6T7W,agent_realistic,2806,50,15,7,37,11
public_0050,boundary,3,2,True,Work & Utility Industrial & Construction Boots leather 100% Leather,"For that, what matters is: leather; 100% Leather.",B07BYR6T7W,agent_realistic,2568,36,4,7,15,4
public_0050,boundary,4,4,True,Work & Utility Industrial & Construction Boots leather 100% Leather EVA/Rubber sole Shaft measures approximately 6inch from arch,"For that, what matters is: EVA/Rubber sole; Shaft measures approximately 6inch from arch.",B07BYR6T7W,agent_realistic,162,7,1,5,69,7
public_0050,boundary,5,4,True,Work & Utility Industrial & Construction Boots leather 100% Leather EVA/Rubber sole Shaft measures approximately 6inch from arch,I don't have an additional preference for other.,B07BYR6T7W,agent_realistic,13710,7,1,5,69,7
public_0050,boundary,6,4,True,Work & Utility Industrial & Construction Boots leather 100% Leather EVA/Rubber sole Shaft measures approximately 6inch from arch,I don't have an additional preference for other.,B07BYR6T7W,agent_realistic,13710,7,1,5,69,7
public_0050,boundary,7,4,True,Work & Utility Industrial & Construction Boots leather 100% Leather EVA/Rubber sole Shaft measures approximately 6inch from arch,I don't have an additional preference for other.,B07BYR6T7W,agent_realistic,13710,7,1,5,69,7
public_0050,boundary,8,4,True,Work & Utility Industrial & Construction Boots leather 100% Leather EVA/Rubber sole Shaft measures approximately 6inch from arch,I don't have an additional preference for other.,B07BYR6T7W,agent_realistic,13710,7,1,5,69,7
public_0050,boundary,9,4,True,Work & Utility Industrial & Construction Boots leather 100% Leather EVA/Rubber sole Shaft measures approximately 6inch from arch,I don't have an additional preference for other.,B07BYR6T7W,agent_realistic,13710,7,1,5,69,7
public_0050,boundary,10,4,True,Work & Utility Industrial & Construction Boots leather 100% Leather EVA/Rubber sole Shaft measures approximately 6inch from arch,I don't have an additional preference for other.,B07BYR6T7W,agent_realistic,13710,7,1,5,69,7
public_0051,browsing,1,0,True,Athletic Walking,"I'm looking for Athletic Walking, but I'm still exploring.",B07N1624C5,agent_realistic,899,557,345,690,261,357
public_0051,browsing,2,2,True,Athletic Walking Rubber sole Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort,"For that, what matters is: Rubber sole; Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort.",B07N1624C5,agent_realistic,1,1,1,1,1,1
public_0051,browsing,3,4,True,Athletic Walking Rubber sole Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort Our Go Walk 5-True shoe is made with Skechers Air Cooled Goga Mat a breathable insole that provides high-rebound cushioning Our Skechers shoe provides a dual density outsole for added stability and support,"For that, what matters is: Our Go Walk 5-True shoe is made with Skechers Air Cooled Goga Mat a breathable insole that provides high-rebound cushioning; Our Skechers shoe provides a dual density outsole for added stability and support.",B07N1624C5,agent_realistic,1,1,1,1,1,1
public_0051,browsing,4,4,True,Athletic Walking Rubber sole Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort Our Go Walk 5-True shoe is made with Skechers Air Cooled Goga Mat a breathable insole that provides high-rebound cushioning Our Skechers shoe provides a dual density outsole for added stability and support,I don't have an additional preference for other.,B07N1624C5,agent_realistic,20357,1,1,1,1,1
public_0051,browsing,5,4,True,Athletic Walking Rubber sole Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort Our Go Walk 5-True shoe is made with Skechers Air Cooled Goga Mat a breathable insole that provides high-rebound cushioning Our Skechers shoe provides a dual density outsole for added stability and support,I don't have an additional preference for other.,B07N1624C5,agent_realistic,20357,1,1,1,1,1
public_0051,browsing,6,4,True,Athletic Walking Rubber sole Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort Our Go Walk 5-True shoe is made with Skechers Air Cooled Goga Mat a breathable insole that provides high-rebound cushioning Our Skechers shoe provides a dual density outsole for added stability and support,I don't have an additional preference for other.,B07N1624C5,agent_realistic,20357,1,1,1,1,1
public_0051,browsing,7,4,True,Athletic Walking Rubber sole Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort Our Go Walk 5-True shoe is made with Skechers Air Cooled Goga Mat a breathable insole that provides high-rebound cushioning Our Skechers shoe provides a dual density outsole for added stability and support,I don't have an additional preference for other.,B07N1624C5,agent_realistic,20357,1,1,1,1,1
public_0051,browsing,8,4,True,Athletic Walking Rubber sole Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort Our Go Walk 5-True shoe is made with Skechers Air Cooled Goga Mat a breathable insole that provides high-rebound cushioning Our Skechers shoe provides a dual density outsole for added stability and support,I don't have an additional preference for other.,B07N1624C5,agent_realistic,20357,1,1,1,1,1
public_0051,browsing,9,4,True,Athletic Walking Rubber sole Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort Our Go Walk 5-True shoe is made with Skechers Air Cooled Goga Mat a breathable insole that provides high-rebound cushioning Our Skechers shoe provides a dual density outsole for added stability and support,I don't have an additional preference for other.,B07N1624C5,agent_realistic,20357,1,1,1,1,1
public_0051,browsing,10,4,True,Athletic Walking Rubber sole Skechers Go Walk 5-True shoe is designed with high-rebound comfort pillar technology underfoot that reacts to your every step for the ultimate comfort Our Go Walk 5-True shoe is made with Skechers Air Cooled Goga Mat a breathable insole that provides high-rebound cushioning Our Skechers shoe provides a dual density outsole for added stability and support,I don't have an additional preference for other.,B07N1624C5,agent_realistic,20357,1,1,1,1,1
public_0052,intent_override,1,0,False,Tees & Blouses Tunics Hand Wash Only,I'm looking for Tees & Blouses Tunics. Hand Wash Only,B09G2ZNZY4,agent_realistic,112,108,47,548,615,557
public_0052,intent_override,2,2,False,Tees & Blouses Tunics Hand Wash Only polyester 60% polyester,"For that, what matters is: polyester; 60% polyester.",B09G2ZNZY4,agent_realistic,429,5,1,252,242,222
public_0052,intent_override,3,2,True,Tees & Blouses Tunics polyester 60% polyester,"Actually, ignore my earlier preference. What I need is: polyester.",B09G2ZNZY4,agent_realistic,9879,18,13,375,387,363
public_0052,intent_override,4,4,True,Tees & Blouses Tunics polyester 60% polyester Button closure Hand Wash Only,"For that, what matters is: Button closure; Hand Wash Only.",B09G2ZNZY4,agent_realistic,287,1,1,79,63,42
public_0052,intent_override,5,4,True,Tees & Blouses Tunics polyester 60% polyester Button closure Hand Wash Only,I don't have an additional preference for other.,B09G2ZNZY4,agent_realistic,31223,1,1,79,63,42
public_0052,intent_override,6,4,True,Tees & Blouses Tunics polyester 60% polyester Button closure Hand Wash Only,I don't have an additional preference for other.,B09G2ZNZY4,agent_realistic,31223,1,1,79,63,42
public_0052,intent_override,7,4,True,Tees & Blouses Tunics polyester 60% polyester Button closure Hand Wash Only,I don't have an additional preference for other.,B09G2ZNZY4,agent_realistic,31223,1,1,79,63,42
public_0052,intent_override,8,4,True,Tees & Blouses Tunics polyester 60% polyester Button closure Hand Wash Only,I don't have an additional preference for other.,B09G2ZNZY4,agent_realistic,31223,1,1,79,63,42
public_0052,intent_override,9,4,True,Tees & Blouses Tunics polyester 60% polyester Button closure Hand Wash Only,I don't have an additional preference for other.,B09G2ZNZY4,agent_realistic,31223,1,1,79,63,42
public_0052,intent_override,10,4,True,Tees & Blouses Tunics polyester 60% polyester Button closure Hand Wash Only,I don't have an additional preference for other.,B09G2ZNZY4,agent_realistic,31223,1,1,79,63,42
public_0053,buying,1,1,True,Travel Accessories Passport Covers leather,I'm looking for Travel Accessories Passport Covers. A key requirement is: leather.,B07TZK3GZK,agent_realistic,10,11,1,4,3,3
public_0053,buying,2,3,True,Travel Accessories Passport Covers leather color: black Leather lining,"For that, what matters is: color: black; Leather lining.",B07TZK3GZK,agent_realistic,881,5,1,3,2,2
public_0053,buying,3,4,True,Travel Accessories Passport Covers leather color: black Leather lining Dry Cloth Clean,"For that, what matters is: Dry Cloth Clean.",B07TZK3GZK,agent_realistic,2470,3,1,2,3,2
public_0053,buying,4,4,True,Travel Accessories Passport Covers leather color: black Leather lining Dry Cloth Clean,I don't have an additional preference for other.,B07TZK3GZK,agent_realistic,2412,3,1,2,3,2
public_0053,buying,5,4,True,Travel Accessories Passport Covers leather color: black Leather lining Dry Cloth Clean,I don't have an additional preference for other.,B07TZK3GZK,agent_realistic,2412,3,1,2,3,2
public_0053,buying,6,4,True,Travel Accessories Passport Covers leather color: black Leather lining Dry Cloth Clean,I don't have an additional preference for other.,B07TZK3GZK,agent_realistic,2412,3,1,2,3,2
public_0053,buying,7,4,True,Travel Accessories Passport Covers leather color: black Leather lining Dry Cloth Clean,I don't have an additional preference for other.,B07TZK3GZK,agent_realistic,2412,3,1,2,3,2
public_0053,buying,8,4,True,Travel Accessories Passport Covers leather color: black Leather lining Dry Cloth Clean,I don't have an additional preference for other.,B07TZK3GZK,agent_realistic,2412,3,1,2,3,2
public_0053,buying,9,4,True,Travel Accessories Passport Covers leather color: black Leather lining Dry Cloth Clean,I don't have an additional preference for other.,B07TZK3GZK,agent_realistic,2412,3,1,2,3,2
public_0053,buying,10,4,True,Travel Accessories Passport Covers leather color: black Leather lining Dry Cloth Clean,I don't have an additional preference for other.,B07TZK3GZK,agent_realistic,2412,3,1,2,3,2
public_0054,buying,1,1,True,Women Fashion Hoodies & Sweatshirts fabric,I'm looking for Women Fashion Hoodies & Sweatshirts. A key requirement is: fabric.,B08PP1ZJQ5,agent_realistic,120,101,1168,351,2371,617
public_0054,buying,2,3,True,Women Fashion Hoodies & Sweatshirts fabric Soft Fabric Pull On closure,"For that, what matters is: Soft Fabric; Pull On closure.",B08PP1ZJQ5,agent_realistic,306,11,73,339,1306,623
public_0054,buying,3,4,True,Women Fashion Hoodies & Sweatshirts fabric Soft Fabric Pull On closure Machine Wash,"For that, what matters is: Machine Wash.",B08PP1ZJQ5,agent_realistic,9447,8,57,304,2458,590
public_0054,buying,4,4,True,Women Fashion Hoodies & Sweatshirts fabric Soft Fabric Pull On closure Machine Wash,I don't have an additional preference for other.,B08PP1ZJQ5,agent_realistic,28768,8,57,304,2458,590
public_0054,buying,5,4,True,Women Fashion Hoodies & Sweatshirts fabric Soft Fabric Pull On closure Machine Wash,I don't have an additional preference for other.,B08PP1ZJQ5,agent_realistic,28768,8,57,304,2458,590
public_0054,buying,6,4,True,Women Fashion Hoodies & Sweatshirts fabric Soft Fabric Pull On closure Machine Wash,I don't have an additional preference for other.,B08PP1ZJQ5,agent_realistic,28768,8,57,304,2458,590
public_0054,buying,7,4,True,Women Fashion Hoodies & Sweatshirts fabric Soft Fabric Pull On closure Machine Wash,I don't have an additional preference for other.,B08PP1ZJQ5,agent_realistic,28768,8,57,304,2458,590
public_0054,buying,8,4,True,Women Fashion Hoodies & Sweatshirts fabric Soft Fabric Pull On closure Machine Wash,I don't have an additional preference for other.,B08PP1ZJQ5,agent_realistic,28768,8,57,304,2458,590
public_0054,buying,9,4,True,Women Fashion Hoodies & Sweatshirts fabric Soft Fabric Pull On closure Machine Wash,I don't have an additional preference for other.,B08PP1ZJQ5,agent_realistic,28768,8,57,304,2458,590
public_0054,buying,10,4,True,Women Fashion Hoodies & Sweatshirts fabric Soft Fabric Pull On closure Machine Wash,I don't have an additional preference for other.,B08PP1ZJQ5,agent_realistic,28768,8,57,304,2458,590
public_0055,browsing,1,0,True,Shoes Mules & Clogs,"I'm looking for Shoes Mules & Clogs, but I'm still exploring.",B0C1TDJ9HZ,agent_realistic,179,164,28,29,191,68
public_0055,browsing,2,2,True,Shoes Mules & Clogs 100% Croslite Foam Imported,"For that, what matters is: 100% Croslite Foam; Imported.",B0C1TDJ9HZ,agent_realistic,12,9,1,8,7,1
public_0055,browsing,3,4,True,"Shoes Mules & Clogs 100% Croslite Foam Imported Ethylene Vinyl Acetate sole Shaft measures approximately 1"" from arch","For that, what matters is: Ethylene Vinyl Acetate sole; Shaft measures approximately 1"" from arch.",B0C1TDJ9HZ,agent_realistic,29,2,1,4,33,1
public_0055,browsing,4,4,True,"Shoes Mules & Clogs 100% Croslite Foam Imported Ethylene Vinyl Acetate sole Shaft measures approximately 1"" from arch",I don't have an additional preference for other.,B0C1TDJ9HZ,agent_realistic,1735,2,1,4,33,1
public_0055,browsing,5,4,True,"Shoes Mules & Clogs 100% Croslite Foam Imported Ethylene Vinyl Acetate sole Shaft measures approximately 1"" from arch",I don't have an additional preference for other.,B0C1TDJ9HZ,agent_realistic,1735,2,1,4,33,1
public_0055,browsing,6,4,True,"Shoes Mules & Clogs 100% Croslite Foam Imported Ethylene Vinyl Acetate sole Shaft measures approximately 1"" from arch",I don't have an additional preference for other.,B0C1TDJ9HZ,agent_realistic,1735,2,1,4,33,1
public_0055,browsing,7,4,True,"Shoes Mules & Clogs 100% Croslite Foam Imported Ethylene Vinyl Acetate sole Shaft measures approximately 1"" from arch",I don't have an additional preference for other.,B0C1TDJ9HZ,agent_realistic,1735,2,1,4,33,1
