path,depth,parent_path,category,product_count,terminal_product_count
"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers",4,"Clothing, Shoes & Jewelry > Men > Accessories","Wallets, Card Cases & Money Organizers",196,2
"Clothing, Shoes & Jewelry > Men > Clothing > Active",4,"Clothing, Shoes & Jewelry > Men > Clothing",Active,890,26
"Clothing, Shoes & Jewelry > Men > Clothing > Fashion Hoodies & Sweatshirts",4,"Clothing, Shoes & Jewelry > Men > Clothing",Fashion Hoodies & Sweatshirts,106,106
"Clothing, Shoes & Jewelry > Men > Clothing > Jackets & Coats",4,"Clothing, Shoes & Jewelry > Men > Clothing",Jackets & Coats,374,14
"Clothing, Shoes & Jewelry > Men > Clothing > Jeans",4,"Clothing, Shoes & Jewelry > Men > Clothing",Jeans,127,127
"Clothing, Shoes & Jewelry > Men > Clothing > Pants",4,"Clothing, Shoes & Jewelry > Men > Clothing",Pants,163,6
"Clothing, Shoes & Jewelry > Men > Clothing > Shirts",4,"Clothing, Shoes & Jewelry > Men > Clothing",Shirts,923,23
"Clothing, Shoes & Jewelry > Men > Clothing > Shorts",4,"Clothing, Shoes & Jewelry > Men > Clothing",Shorts,109,4
"Clothing, Shoes & Jewelry > Men > Clothing > Sleep & Lounge",4,"Clothing, Shoes & Jewelry > Men > Clothing",Sleep & Lounge,154,0
"Clothing, Shoes & Jewelry > Men > Clothing > Socks & Hosiery",4,"Clothing, Shoes & Jewelry > Men > Clothing",Socks & Hosiery,128,0
"Clothing, Shoes & Jewelry > Men > Clothing > Suits & Sport Coats",4,"Clothing, Shoes & Jewelry > Men > Clothing",Suits & Sport Coats,121,0
"Clothing, Shoes & Jewelry > Men > Clothing > Sweaters",4,"Clothing, Shoes & Jewelry > Men > Clothing",Sweaters,104,3
"Clothing, Shoes & Jewelry > Men > Clothing > Swim",4,"Clothing, Shoes & Jewelry > Men > Clothing",Swim,127,2
"Clothing, Shoes & Jewelry > Men > Clothing > Underwear",4,"Clothing, Shoes & Jewelry > Men > Clothing",Underwear,288,4
"Clothing, Shoes & Jewelry > Men > Handbags & Shoulder Bags > Cross-Body Sling Bags",4,"Clothing, Shoes & Jewelry > Men > Handbags & Shoulder Bags",Cross-Body Sling Bags,1,1
"Clothing, Shoes & Jewelry > Men > Handbags & Shoulder Bags > Shoulder Bags",4,"Clothing, Shoes & Jewelry > Men > Handbags & Shoulder Bags",Shoulder Bags,3,3
"Clothing, Shoes & Jewelry > Men > Handbags & Shoulder Bags > Totes",4,"Clothing, Shoes & Jewelry > Men > Handbags & Shoulder Bags",Totes,4,4
"Clothing, Shoes & Jewelry > Men > Jewelry > Body Jewelry",4,"Clothing, Shoes & Jewelry > Men > Jewelry",Body Jewelry,10,0
"Clothing, Shoes & Jewelry > Men > Jewelry > Bracelets",4,"Clothing, Shoes & Jewelry > Men > Jewelry",Bracelets,106,29
"Clothing, Shoes & Jewelry > Men > Jewelry > Cuff Links",4,"Clothing, Shoes & Jewelry > Men > Jewelry",Cuff Links,36,36
"Clothing, Shoes & Jewelry > Men > Jewelry > Earrings",4,"Clothing, Shoes & Jewelry > Men > Jewelry",Earrings,48,48
"Clothing, Shoes & Jewelry > Men > Jewelry > Necklaces",4,"Clothing, Shoes & Jewelry > Men > Jewelry",Necklaces,191,191
"Clothing, Shoes & Jewelry > Men > Jewelry > Pendants",4,"Clothing, Shoes & Jewelry > Men > Jewelry",Pendants,7,7
"Clothing, Shoes & Jewelry > Men > Jewelry > Rings",4,"Clothing, Shoes & Jewelry > Men > Jewelry",Rings,135,135
"Clothing, Shoes & Jewelry > Men > Jewelry > Shirt Studs",4,"Clothing, Shoes & Jewelry > Men > Jewelry",Shirt Studs,5,5
"Clothing, Shoes & Jewelry > Men > Jewelry > Tie Clips",4,"Clothing, Shoes & Jewelry > Men > Jewelry",Tie Clips,15,15
"Clothing, Shoes & Jewelry > Men > Jewelry > Tie Pins",4,"Clothing, Shoes & Jewelry > Men > Jewelry",Tie Pins,8,8
"Clothing, Shoes & Jewelry > Men > Jewelry > Wedding Rings",4,"Clothing, Shoes & Jewelry > Men > Jewelry",Wedding Rings,47,47
"Clothing, Shoes & Jewelry > Men > Shoes > Athletic",4,"Clothing, Shoes & Jewelry > Men > Shoes",Athletic,1093,14
"Clothing, Shoes & Jewelry > Men > Shoes > Boots",4,"Clothing, Shoes & Jewelry > Men > Shoes",Boots,161,50
"Clothing, Shoes & Jewelry > Men > Shoes > Fashion Sneakers",4,"Clothing, Shoes & Jewelry > Men > Shoes",Fashion Sneakers,450,450
"Clothing, Shoes & Jewelry > Men > Shoes > Loafers & Slip-Ons",4,"Clothing, Shoes & Jewelry > Men > Shoes",Loafers & Slip-Ons,344,344
"Clothing, Shoes & Jewelry > Men > Shoes > Mules & Clogs",4,"Clothing, Shoes & Jewelry > Men > Shoes",Mules & Clogs,36,36
"Clothing, Shoes & Jewelry > Men > Shoes > Outdoor",4,"Clothing, Shoes & Jewelry > Men > Shoes",Outdoor,184,0
"Clothing, Shoes & Jewelry > Men > Shoes > Oxfords",4,"Clothing, Shoes & Jewelry > Men > Shoes",Oxfords,211,211
"Clothing, Shoes & Jewelry > Men > Shoes > Sandals",4,"Clothing, Shoes & Jewelry > Men > Shoes",Sandals,183,183
"Clothing, Shoes & Jewelry > Men > Shoes > Slippers",4,"Clothing, Shoes & Jewelry > Men > Shoes",Slippers,125,125
"Clothing, Shoes & Jewelry > Men > Uniforms, Work & Safety > Clothing",4,"Clothing, Shoes & Jewelry > Men > Uniforms, Work & Safety",Clothing,173,2
"Clothing, Shoes & Jewelry > Men > Uniforms, Work & Safety > Shoes",4,"Clothing, Shoes & Jewelry > Men > Uniforms, Work & Safety",Shoes,153,0
"Clothing, Shoes & Jewelry > Men > Watches > Pocket Watches",4,"Clothing, Shoes & Jewelry > Men > Watches",Pocket Watches,9,9
"Clothing, Shoes & Jewelry > Men > Watches > Smartwatches",4,"Clothing, Shoes & Jewelry > Men > Watches",Smartwatches,4,4
"Clothing, Shoes & Jewelry > Men > Watches > Watch Bands",4,"Clothing, Shoes & Jewelry > Men > Watches",Watch Bands,47,47
"Clothing, Shoes & Jewelry > Men > Watches > Wrist Watches",4,"Clothing, Shoes & Jewelry > Men > Watches",Wrist Watches,577,577
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Exotic Apparel",4,"Clothing, Shoes & Jewelry > Novelty & More > Clothing",Exotic Apparel,82,1
"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty",4,"Clothing, Shoes & Jewelry > Novelty & More > Clothing",Novelty,3208,195
"Clothing, Shoes & Jewelry > Restaurant Store > Food Service Uniforms > Food Service Shoes",4,"Clothing, Shoes & Jewelry > Restaurant Store > Food Service Uniforms",Food Service Shoes,2,2
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Jewelry Accessories > Cleaning & Care",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Jewelry Accessories",Cleaning & Care,3,3
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Jewelry Accessories > Jewelry Boxes & Organizers",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Jewelry Accessories",Jewelry Boxes & Organizers,172,12
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Jewelry Accessories > Loose Gemstones",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Jewelry Accessories",Loose Gemstones,28,28
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Jewelry Accessories > Ring Sizers",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Jewelry Accessories",Ring Sizers,1,1
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories > Electric Shoe Polishers",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories",Electric Shoe Polishers,1,1
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories > Ice & Snow Grips",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories",Ice & Snow Grips,8,8
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories > Shoe & Boot Trees",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories",Shoe & Boot Trees,17,17
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories > Shoe Brushes",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories",Shoe Brushes,6,6
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories > Shoe Care Treatments & Dyes",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories",Shoe Care Treatments & Dyes,4,0
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories > Shoe Decoration Charms",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories",Shoe Decoration Charms,44,44
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories > Shoe Dryers",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories",Shoe Dryers,5,5
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories > Shoe Horns & Boot Jacks",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories",Shoe Horns & Boot Jacks,8,8
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories > Shoe Measuring Devices",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories",Shoe Measuring Devices,1,1
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories > Shoelaces",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories",Shoelaces,66,66
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Watch Accessories > Cabinets & Cases",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Watch Accessories",Cabinets & Cases,22,22
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Watch Accessories > Pocket Watch Chains",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Watch Accessories",Pocket Watch Chains,5,5
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Watch Accessories > Repair Tools & Kits",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Watch Accessories",Repair Tools & Kits,23,23
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Watch Accessories > Watch Bands",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Watch Accessories",Watch Bands,1,1
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Watch Accessories > Watch Winders",4,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Watch Accessories",Watch Winders,9,9
"Clothing, Shoes & Jewelry > Sport Specific Clothing > American Football > Boys",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > American Football",Boys,4,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > American Football > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > American Football",Men,7,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Baseball > Boys",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Baseball",Boys,4,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Baseball > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Baseball",Men,7,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Basketball > Boys",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Basketball",Boys,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Basketball > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Basketball",Men,18,13
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Basketball > Women",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Basketball",Women,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Boxing > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Boxing",Men,3,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cheerleading > Girls",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cheerleading",Girls,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cheerleading > Women",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cheerleading",Women,6,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Boys",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear",Boys,5,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Girls",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear",Girls,4,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear",Men,19,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Women",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear",Women,53,3
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Boys",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling",Boys,3,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Girls",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling",Girls,2,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling",Men,154,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Women",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling",Women,50,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Girls",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance",Girls,41,17
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance",Men,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Women",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance",Women,28,9
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Equestrian Sports > Kids",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Equestrian Sports",Kids,4,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Equestrian Sports > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Equestrian Sports",Men,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Equestrian Sports > Women",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Equestrian Sports",Women,12,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf",Men,83,19
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Women",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf",Women,47,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Gymnastics > Girls",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Gymnastics",Girls,4,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation",Men,30,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Women",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation",Women,30,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Ice Hockey > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Ice Hockey",Men,6,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Ice Skating > Girls",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Ice Skating",Girls,3,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Ice Skating > Women",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Ice Skating",Women,3,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Jiu-Jitsu",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts",Jiu-Jitsu,7,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Karate",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts",Karate,4,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Kung Fu",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts",Kung Fu,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Taekwondo",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts",Taekwondo,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Rugby > Boys",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Rugby",Boys,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Rugby > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Rugby",Men,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Boys",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running",Boys,2,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Girls",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running",Girls,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running",Men,25,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Women",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running",Women,24,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Boys",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing",Boys,10,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Girls",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing",Girls,4,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing",Men,39,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Women",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing",Women,41,3
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding > Boys",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding",Boys,2,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding",Men,9,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding > Women",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding",Women,12,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Soccer & Futsal > Boys",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Soccer & Futsal",Boys,4,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Soccer & Futsal > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Soccer & Futsal",Men,9,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Soccer & Futsal > Women",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Soccer & Futsal",Women,3,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Softball > Boys",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Softball",Boys,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Softball > Girls",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Softball",Girls,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Softball > Women",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Softball",Women,3,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis > Girls",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis",Girls,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis",Men,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis > Women",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis",Women,4,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Yoga > Girls",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Yoga",Girls,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Yoga > Men",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Yoga",Men,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Yoga > Women",4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Yoga",Women,139,4
"Clothing, Shoes & Jewelry > Toddler Test > Boys > Tops & Tees",4,"Clothing, Shoes & Jewelry > Toddler Test > Boys",Tops & Tees,26,0
"Clothing, Shoes & Jewelry > Toddler Test > Girls > Tops & Tees",4,"Clothing, Shoes & Jewelry > Toddler Test > Girls",Tops & Tees,22,0
"Clothing, Shoes & Jewelry > Uniforms, Work & Safety > Clothing > Civil Service",4,"Clothing, Shoes & Jewelry > Uniforms, Work & Safety > Clothing",Civil Service,1,1
"Clothing, Shoes & Jewelry > Uniforms, Work & Safety > Clothing > Food Service",4,"Clothing, Shoes & Jewelry > Uniforms, Work & Safety > Clothing",Food Service,15,0
"Clothing, Shoes & Jewelry > Uniforms, Work & Safety > Clothing > Medical",4,"Clothing, Shoes & Jewelry > Uniforms, Work & Safety > Clothing",Medical,2,2
"Clothing, Shoes & Jewelry > Uniforms, Work & Safety > Clothing > Military",4,"Clothing, Shoes & Jewelry > Uniforms, Work & Safety > Clothing",Military,5,5
"Clothing, Shoes & Jewelry > Uniforms, Work & Safety > Clothing > School Uniforms",4,"Clothing, Shoes & Jewelry > Uniforms, Work & Safety > Clothing",School Uniforms,1,1
"Clothing, Shoes & Jewelry > Uniforms, Work & Safety > Clothing > Work Utility & Safety",4,"Clothing, Shoes & Jewelry > Uniforms, Work & Safety > Clothing",Work Utility & Safety,5,5
"Clothing, Shoes & Jewelry > Unisex Baby Clothing > Sleepwear & Robes > Nightgowns",4,"Clothing, Shoes & Jewelry > Unisex Baby Clothing > Sleepwear & Robes",Nightgowns,1,1
"Clothing, Shoes & Jewelry > Women > Accessories > Belts",4,"Clothing, Shoes & Jewelry > Women > Accessories",Belts,71,71
"Clothing, Shoes & Jewelry > Women > Accessories > Earmuffs",4,"Clothing, Shoes & Jewelry > Women > Accessories",Earmuffs,9,9
"Clothing, Shoes & Jewelry > Women > Accessories > Gloves & Mittens",4,"Clothing, Shoes & Jewelry > Women > Accessories",Gloves & Mittens,99,3
"Clothing, Shoes & Jewelry > Women > Accessories > Hand Fans",4,"Clothing, Shoes & Jewelry > Women > Accessories",Hand Fans,1,0
"Clothing, Shoes & Jewelry > Women > Accessories > Handbag Accessories",4,"Clothing, Shoes & Jewelry > Women > Accessories",Handbag Accessories,33,1
"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps",4,"Clothing, Shoes & Jewelry > Women > Accessories",Hats & Caps,483,54
"Clothing, Shoes & Jewelry > Women > Accessories > Keyrings, Keychains & Charms",4,"Clothing, Shoes & Jewelry > Women > Accessories","Keyrings, Keychains & Charms",108,108
"Clothing, Shoes & Jewelry > Women > Accessories > Scarves & Wraps",4,"Clothing, Shoes & Jewelry > Women > Accessories",Scarves & Wraps,238,1
"Clothing, Shoes & Jewelry > Women > Accessories > Special Occasion Accessories",4,"Clothing, Shoes & Jewelry > Women > Accessories",Special Occasion Accessories,44,2
"Clothing, Shoes & Jewelry > Women > Accessories > Sport Headbands",4,"Clothing, Shoes & Jewelry > Women > Accessories",Sport Headbands,9,9
"Clothing, Shoes & Jewelry > Women > Accessories > Sunglasses & Eyewear Accessories",4,"Clothing, Shoes & Jewelry > Women > Accessories",Sunglasses & Eyewear Accessories,454,1
"Clothing, Shoes & Jewelry > Women > Accessories > Wallets, Card Cases & Money Organizers",4,"Clothing, Shoes & Jewelry > Women > Accessories","Wallets, Card Cases & Money Organizers",286,8
"Clothing, Shoes & Jewelry > Women > Clothing > Active",4,"Clothing, Shoes & Jewelry > Women > Clothing",Active,1178,25
"Clothing, Shoes & Jewelry > Women > Clothing > Bodysuits",4,"Clothing, Shoes & Jewelry > Women > Clothing",Bodysuits,25,25
"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests",4,"Clothing, Shoes & Jewelry > Women > Clothing","Coats, Jackets & Vests",548,21
"Clothing, Shoes & Jewelry > Women > Clothing > Dresses",4,"Clothing, Shoes & Jewelry > Women > Clothing",Dresses,1694,504
"Clothing, Shoes & Jewelry > Women > Clothing > Fashion Hoodies & Sweatshirts",4,"Clothing, Shoes & Jewelry > Women > Clothing",Fashion Hoodies & Sweatshirts,338,338
"Clothing, Shoes & Jewelry > Women > Clothing > Jeans",4,"Clothing, Shoes & Jewelry > Women > Clothing",Jeans,319,319
"Clothing, Shoes & Jewelry > Women > Clothing > Jumpsuits, Rompers & Overalls",4,"Clothing, Shoes & Jewelry > Women > Clothing","Jumpsuits, Rompers & Overalls",302,9
"Clothing, Shoes & Jewelry > Women > Clothing > Leggings",4,"Clothing, Shoes & Jewelry > Women > Clothing",Leggings,156,156
"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge",4,"Clothing, Shoes & Jewelry > Women > Clothing","Lingerie, Sleep & Lounge",1478,2
"Clothing, Shoes & Jewelry > Women > Clothing > Pants",4,"Clothing, Shoes & Jewelry > Women > Clothing",Pants,202,75
"Clothing, Shoes & Jewelry > Women > Clothing > Shorts",4,"Clothing, Shoes & Jewelry > Women > Clothing",Shorts,100,37
"Clothing, Shoes & Jewelry > Women > Clothing > Skirts",4,"Clothing, Shoes & Jewelry > Women > Clothing",Skirts,193,101
"Clothing, Shoes & Jewelry > Women > Clothing > Socks & Hosiery",4,"Clothing, Shoes & Jewelry > Women > Clothing",Socks & Hosiery,275,1
"Clothing, Shoes & Jewelry > Women > Clothing > Suiting & Blazers",4,"Clothing, Shoes & Jewelry > Women > Clothing",Suiting & Blazers,112,0
"Clothing, Shoes & Jewelry > Women > Clothing > Sweaters",4,"Clothing, Shoes & Jewelry > Women > Clothing",Sweaters,642,12
"Clothing, Shoes & Jewelry > Women > Clothing > Swimsuits & Cover Ups",4,"Clothing, Shoes & Jewelry > Women > Clothing",Swimsuits & Cover Ups,847,13
"Clothing, Shoes & Jewelry > Women > Clothing > Tops, Tees & Blouses",4,"Clothing, Shoes & Jewelry > Women > Clothing","Tops, Tees & Blouses",2399,103
"Clothing, Shoes & Jewelry > Women > Handbags & Wallets > Clutches & Evening Bags",4,"Clothing, Shoes & Jewelry > Women > Handbags & Wallets",Clutches & Evening Bags,112,0
"Clothing, Shoes & Jewelry > Women > Handbags & Wallets > Crossbody Bags",4,"Clothing, Shoes & Jewelry > Women > Handbags & Wallets",Crossbody Bags,271,271
"Clothing, Shoes & Jewelry > Women > Handbags & Wallets > Fashion Backpacks",4,"Clothing, Shoes & Jewelry > Women > Handbags & Wallets",Fashion Backpacks,34,34
